0.6129529211293044--i.e.-600000/978868----time (s)-8387.74
0.6180608621387154--i.e.-605000/978868----time (s)-8434.77
0.6231688031481262--i.e.-610000/978868----time (s)-8491.07
0.6282767441575371--i.e.-615000/978868----time (s)-8527.44
0.6333846851669479--i.e.-620000/978868----time (s)-8599.65
0.6384926261763588--i.e.-625000/978868----time (s)-8647.45
0.6436005671857696--i.e.-630000/978868----time (s)-8685.18
0.6487085081951806--i.e.-635000/978868----time (s)-8718.07
0.6538164492045915--i.e.-640000/978868----time (s)-8755.48
0.6589243902140023--i.e.-645000/978868----time (s)-8788.19
0.6640323312234132--i.e.-650000/978868----time (s)-8818.85
0.669140272232824--i.e.-655000/978868----time (s)-8847.81
0.6742482132422349--i.e.-660000/978868----time (s)-8873.7
0.6793561542516457--i.e.-665000/978868----time (s)-8899.45
0.6844640952610567--i.e.-670000/978868----time (s)-8932.61
0.6895720362704675--i.e.-675000/978868----time (s)-8959.3
0.6946799772798784--i.e.-680000/978868----time (s)-8986.01
0.6997879182892892--i.e.-685000/978868----time (s)-9016.79
0.7048958592987001--i.e.-690000/978868----time (s)-9048.1
0.710003800308111--i.e.-695000/978868----time (s)-9073.94
0.7151117413175219--i.e.-700000/978868----time (s)-9099.22
0.7202196823269328--i.e.-705000/978868----time (s)-9126.62
0.7253276233363436--i.e.-710000/978868----time (s)-9147.27
0.7304355643457545--i.e.-715000/978868----time (s)-9168.37
0.7355435053551653--i.e.-720000/978868----time (s)-9184.6
0.7406514463645762--i.e.-725000/978868----time (s)-9207.18
0.7457593873739871--i.e.-730000/978868----time (s)-9228.3
0.750867328383398--i.e.-735000/978868----time (s)-9246.0
0.7559752693928088--i.e.-740000/978868----time (s)-9266.4
0.7610832104022197--i.e.-745000/978868----time (s)-9282.94
0.7661911514116305--i.e.-750000/978868----time (s)-9298.11
0.7712990924210414--i.e.-755000/978868----time (s)-9311.46
0.7764070334304524--i.e.-760000/978868----time (s)-9326.91
0.7815149744398632--i.e.-765000/978868----time (s)-9340.4
0.7866229154492741--i.e.-770000/978868----time (s)-9351.83
0.7917308564586849--i.e.-775000/978868----time (s)-9361.46
0.7968387974680958--i.e.-780000/978868----time (s)-9374.03
0.8019467384775066--i.e.-785000/978868----time (s)-9384.74
0.8070546794869176--i.e.-790000/978868----time (s)-9391.19
0.8121626204963284--i.e.-795000/978868----time (s)-9400.7
0.8172705615057393--i.e.-800000/978868----time (s)-9411.73
0.8223785025151501--i.e.-805000/978868----time (s)-9422.54
0.827486443524561--i.e.-810000/978868----time (s)-9432.89
0.8325943845339719--i.e.-815000/978868----time (s)-9437.68
0.8377023255433828--i.e.-820000/978868----time (s)-9443.31
0.8428102665527937--i.e.-825000/978868----time (s)-9449.35
0.8479182075622045--i.e.-830000/978868----time (s)-9454.12
0.8530261485716154--i.e.-835000/978868----time (s)-9458.98
0.8581340895810262--i.e.-840000/978868----time (s)-9463.37
0.8632420305904371--i.e.-845000/978868----time (s)-9468.41
0.868349971599848--i.e.-850000/978868----time (s)-9473.34
0.8734579126092589--i.e.-855000/978868----time (s)-9477.23
0.8785658536186697--i.e.-860000/978868----time (s)-9480.27
0.8836737946280806--i.e.-865000/978868----time (s)-9483.02
0.8887817356374915--i.e.-870000/978868----time (s)-9485.41
0.8938896766469023--i.e.-875000/978868----time (s)-9487.11
0.8989976176563133--i.e.-880000/978868----time (s)-9488.9
0.9041055586657241--i.e.-885000/978868----time (s)-9490.86
0.909213499675135--i.e.-890000/978868----time (s)-9492.88
0.9143214406845458--i.e.-895000/978868----time (s)-9494.8
0.9194293816939567--i.e.-900000/978868----time (s)-9496.41
0.9245373227033675--i.e.-905000/978868----time (s)-9498.31
0.9296452637127784--i.e.-910000/978868----time (s)-9498.98
0.9347532047221893--i.e.-915000/978868----time (s)-9499.04
0.9398611457316002--i.e.-920000/978868----time (s)-9499.11
0.9449690867410111--i.e.-925000/978868----time (s)-9499.18
0.9500770277504219--i.e.-930000/978868----time (s)-9499.24
0.9551849687598328--i.e.-935000/978868----time (s)-9499.31
0.9602929097692436--i.e.-940000/978868----time (s)-9499.38
0.9654008507786546--i.e.-945000/978868----time (s)-9499.44
0.9705087917880654--i.e.-950000/978868----time (s)-9499.51
0.9756167327974763--i.e.-955000/978868----time (s)-9499.58
0.9807246738068871--i.e.-960000/978868----time (s)-9499.64
0.985832614816298--i.e.-965000/978868----time (s)-9499.72
0.9909405558257088--i.e.-970000/978868----time (s)-9499.78
0.9960484968351198--i.e.-975000/978868----time (s)-9499.85
0.010215882018821742--i.e.-10000/978868----time (s)-2.72
0.020431764037643484--i.e.-20000/978868----time (s)-4.12
0.030647646056465222--i.e.-30000/978868----time (s)-6.09
0.04086352807528697--i.e.-40000/978868----time (s)-9.55
0.051079410094108706--i.e.-50000/978868----time (s)-11.09
0.061295292112930444--i.e.-60000/978868----time (s)-12.8
0.07151117413175219--i.e.-70000/978868----time (s)-14.97
0.08172705615057393--i.e.-80000/978868----time (s)-16.95
0.09194293816939567--i.e.-90000/978868----time (s)-18.45
0.10215882018821741--i.e.-100000/978868----time (s)-20.78
0.11237470220703916--i.e.-110000/978868----time (s)-23.7
0.12259058422586089--i.e.-120000/978868----time (s)-27.01
0.13280646624468265--i.e.-130000/978868----time (s)-32.27
0.14302234826350438--i.e.-140000/978868----time (s)-36.42
0.1532382302823261--i.e.-150000/978868----time (s)-41.21
0.16345411230114787--i.e.-160000/978868----time (s)-49.74
0.1736699943199696--i.e.-170000/978868----time (s)-55.34
0.18388587633879133--i.e.-180000/978868----time (s)-61.2
0.1941017583576131--i.e.-190000/978868----time (s)-67.32
0.20431764037643482--i.e.-200000/978868----time (s)-74.43
0.21453352239525655--i.e.-210000/978868----time (s)-81.55
0.2247494044140783--i.e.-220000/978868----time (s)-89.65
0.23496528643290004--i.e.-230000/978868----time (s)-137.15
0.24518116845172178--i.e.-240000/978868----time (s)-297.76
0.2553970504705435--i.e.-250000/978868----time (s)-374.66
0.2656129324893653--i.e.-260000/978868----time (s)-376.74
0.275828814508187--i.e.-270000/978868----time (s)-378.97
0.28604469652700876--i.e.-280000/978868----time (s)-382.18
0.2962605785458305--i.e.-290000/978868----time (s)-384.31
0.3064764605646522--i.e.-300000/978868----time (s)-386.29
0.31669234258347395--i.e.-310000/978868----time (s)-388.42
0.32690822460229574--i.e.-320000/978868----time (s)-391.07
0.33712410662111747--i.e.-330000/978868----time (s)-396.72
0.3473399886399392--i.e.-340000/978868----time (s)-400.37
0.35755587065876093--i.e.-350000/978868----time (s)-403.7
0.36777175267758266--i.e.-360000/978868----time (s)-406.15
0.3779876346964044--i.e.-370000/978868----time (s)-412.33
0.3882035167152262--i.e.-380000/978868----time (s)-418.69
0.3984193987340479--i.e.-390000/978868----time (s)-425.27
0.40863528075286965--i.e.-400000/978868----time (s)-431.11
0.4188511627716914--i.e.-410000/978868----time (s)-436.73
0.4290670447905131--i.e.-420000/978868----time (s)-444.57
0.43928292680933484--i.e.-430000/978868----time (s)-452.58
0.4494988088281566--i.e.-440000/978868----time (s)-459.8
0.45971469084697836--i.e.-450000/978868----time (s)-464.62
0.4699305728658001--i.e.-460000/978868----time (s)-473.97
0.4801464548846218--i.e.-470000/978868----time (s)-482.39
0.49036233690344355--i.e.-480000/978868----time (s)-606.34
0.5005782189222653--i.e.-490000/978868----time (s)-761.81
0.510794100941087--i.e.-500000/978868----time (s)-895.84
0.5210099829599087--i.e.-510000/978868----time (s)-899.62
0.5312258649787306--i.e.-520000/978868----time (s)-902.39
0.5414417469975523--i.e.-530000/978868----time (s)-905.04
0.551657629016374--i.e.-540000/978868----time (s)-907.75
0.5618735110351958--i.e.-550000/978868----time (s)-910.17
0.5720893930540175--i.e.-560000/978868----time (s)-912.6
0.5823052750728392--i.e.-570000/978868----time (s)-915.44
0.592521157091661--i.e.-580000/978868----time (s)-917.49
0.6027370391104827--i.e.-590000/978868----time (s)-919.6
0.6129529211293044--i.e.-600000/978868----time (s)-921.72
0.6231688031481262--i.e.-610000/978868----time (s)-924.74
0.6333846851669479--i.e.-620000/978868----time (s)-926.75
0.6436005671857696--i.e.-630000/978868----time (s)-928.89
0.6538164492045915--i.e.-640000/978868----time (s)-931.02
0.6640323312234132--i.e.-650000/978868----time (s)-932.74
0.6742482132422349--i.e.-660000/978868----time (s)-934.34
0.6844640952610567--i.e.-670000/978868----time (s)-935.96
0.6946799772798784--i.e.-680000/978868----time (s)-937.6
0.7048958592987001--i.e.-690000/978868----time (s)-939.39
0.7151117413175219--i.e.-700000/978868----time (s)-940.92
0.7253276233363436--i.e.-710000/978868----time (s)-942.73
0.7355435053551653--i.e.-720000/978868----time (s)-944.0
0.7457593873739871--i.e.-730000/978868----time (s)-945.43
0.7559752693928088--i.e.-740000/978868----time (s)-947.3
0.7661911514116305--i.e.-750000/978868----time (s)-948.5
0.7764070334304524--i.e.-760000/978868----time (s)-949.64
0.7866229154492741--i.e.-770000/978868----time (s)-950.71
0.7968387974680958--i.e.-780000/978868----time (s)-951.75
0.8070546794869176--i.e.-790000/978868----time (s)-952.63
0.8172705615057393--i.e.-800000/978868----time (s)-953.59
0.827486443524561--i.e.-810000/978868----time (s)-954.64
0.8377023255433828--i.e.-820000/978868----time (s)-955.43
0.8479182075622045--i.e.-830000/978868----time (s)-956.15
0.8581340895810262--i.e.-840000/978868----time (s)-956.87
0.868349971599848--i.e.-850000/978868----time (s)-957.58
0.8785658536186697--i.e.-860000/978868----time (s)-958.21
0.8887817356374915--i.e.-870000/978868----time (s)-958.74
0.8989976176563133--i.e.-880000/978868----time (s)-959.23
0.909213499675135--i.e.-890000/978868----time (s)-959.73
0.9194293816939567--i.e.-900000/978868----time (s)-960.2
0.9296452637127784--i.e.-910000/978868----time (s)-960.59
0.9398611457316002--i.e.-920000/978868----time (s)-960.75
0.9500770277504219--i.e.-930000/978868----time (s)-960.91
0.9602929097692436--i.e.-940000/978868----time (s)-961.05
0.9705087917880654--i.e.-950000/978868----time (s)-961.19
0.9807246738068871--i.e.-960000/978868----time (s)-961.32
0.9909405558257088--i.e.-970000/978868----time (s)-961.44
0.010215882018821742--i.e.-10000/978868----time (s)-2.75
0.020431764037643484--i.e.-20000/978868----time (s)-4.08
0.030647646056465222--i.e.-30000/978868----time (s)-5.49
0.04086352807528697--i.e.-40000/978868----time (s)-6.82
0.051079410094108706--i.e.-50000/978868----time (s)-8.32
0.061295292112930444--i.e.-60000/978868----time (s)-9.84
0.07151117413175219--i.e.-70000/978868----time (s)-11.1
0.08172705615057393--i.e.-80000/978868----time (s)-12.36
0.09194293816939567--i.e.-90000/978868----time (s)-13.52
0.10215882018821741--i.e.-100000/978868----time (s)-14.52
0.11237470220703916--i.e.-110000/978868----time (s)-15.52
0.12259058422586089--i.e.-120000/978868----time (s)-16.94
0.13280646624468265--i.e.-130000/978868----time (s)-18.28
0.14302234826350438--i.e.-140000/978868----time (s)-19.56
0.1532382302823261--i.e.-150000/978868----time (s)-20.61
0.16345411230114787--i.e.-160000/978868----time (s)-22.18
0.1736699943199696--i.e.-170000/978868----time (s)-23.12
0.18388587633879133--i.e.-180000/978868----time (s)-24.21
0.1941017583576131--i.e.-190000/978868----time (s)-25.3
0.20431764037643482--i.e.-200000/978868----time (s)-26.58
0.21453352239525655--i.e.-210000/978868----time (s)-27.85
0.2247494044140783--i.e.-220000/978868----time (s)-29.11
0.23496528643290004--i.e.-230000/978868----time (s)-30.27
0.24518116845172178--i.e.-240000/978868----time (s)-31.33
0.2553970504705435--i.e.-250000/978868----time (s)-32.53
0.2656129324893653--i.e.-260000/978868----time (s)-33.66
0.275828814508187--i.e.-270000/978868----time (s)-34.86
0.28604469652700876--i.e.-280000/978868----time (s)-36.25
0.2962605785458305--i.e.-290000/978868----time (s)-37.4
0.3064764605646522--i.e.-300000/978868----time (s)-38.49
0.31669234258347395--i.e.-310000/978868----time (s)-39.73
0.32690822460229574--i.e.-320000/978868----time (s)-41.22
0.33712410662111747--i.e.-330000/978868----time (s)-43.04
0.3473399886399392--i.e.-340000/978868----time (s)-45.06
0.35755587065876093--i.e.-350000/978868----time (s)-46.72
0.36777175267758266--i.e.-360000/978868----time (s)-48.28
0.3779876346964044--i.e.-370000/978868----time (s)-49.84
0.3882035167152262--i.e.-380000/978868----time (s)-51.84
0.3984193987340479--i.e.-390000/978868----time (s)-55.02
0.40863528075286965--i.e.-400000/978868----time (s)-58.1
0.4188511627716914--i.e.-410000/978868----time (s)-61.14
0.4290670447905131--i.e.-420000/978868----time (s)-64.33
0.43928292680933484--i.e.-430000/978868----time (s)-66.99
0.4494988088281566--i.e.-440000/978868----time (s)-70.51
0.45971469084697836--i.e.-450000/978868----time (s)-72.98
0.4699305728658001--i.e.-460000/978868----time (s)-75.28
0.4801464548846218--i.e.-470000/978868----time (s)-77.53
0.49036233690344355--i.e.-480000/978868----time (s)-79.64
0.5005782189222653--i.e.-490000/978868----time (s)-81.72
0.510794100941087--i.e.-500000/978868----time (s)-83.85
0.5210099829599087--i.e.-510000/978868----time (s)-85.78
0.5312258649787306--i.e.-520000/978868----time (s)-87.49
0.5414417469975523--i.e.-530000/978868----time (s)-89.28
0.551657629016374--i.e.-540000/978868----time (s)-91.08
0.5618735110351958--i.e.-550000/978868----time (s)-92.68
0.5720893930540175--i.e.-560000/978868----time (s)-94.21
0.5823052750728392--i.e.-570000/978868----time (s)-95.81
0.592521157091661--i.e.-580000/978868----time (s)-97.28
0.6027370391104827--i.e.-590000/978868----time (s)-99.02
0.6129529211293044--i.e.-600000/978868----time (s)-100.83
0.6231688031481262--i.e.-610000/978868----time (s)-102.68
0.6333846851669479--i.e.-620000/978868----time (s)-104.4
0.6436005671857696--i.e.-630000/978868----time (s)-106.2
0.6538164492045915--i.e.-640000/978868----time (s)-107.85
0.6640323312234132--i.e.-650000/978868----time (s)-109.46
0.6742482132422349--i.e.-660000/978868----time (s)-110.93
0.6844640952610567--i.e.-670000/978868----time (s)-112.46
0.6946799772798784--i.e.-680000/978868----time (s)-113.93
0.7048958592987001--i.e.-690000/978868----time (s)-115.42
0.7151117413175219--i.e.-700000/978868----time (s)-116.81
0.7253276233363436--i.e.-710000/978868----time (s)-118.07
0.7355435053551653--i.e.-720000/978868----time (s)-119.38
0.7457593873739871--i.e.-730000/978868----time (s)-120.77
0.7559752693928088--i.e.-740000/978868----time (s)-122.06
0.7661911514116305--i.e.-750000/978868----time (s)-123.33
0.7764070334304524--i.e.-760000/978868----time (s)-124.51
0.7866229154492741--i.e.-770000/978868----time (s)-125.59
0.7968387974680958--i.e.-780000/978868----time (s)-126.64
0.8070546794869176--i.e.-790000/978868----time (s)-127.6
0.8172705615057393--i.e.-800000/978868----time (s)-128.57
0.827486443524561--i.e.-810000/978868----time (s)-129.42
0.8377023255433828--i.e.-820000/978868----time (s)-130.2
0.8479182075622045--i.e.-830000/978868----time (s)-130.94
0.8581340895810262--i.e.-840000/978868----time (s)-131.64
0.868349971599848--i.e.-850000/978868----time (s)-132.29
0.8785658536186697--i.e.-860000/978868----time (s)-132.93
0.8887817356374915--i.e.-870000/978868----time (s)-133.49
0.8989976176563133--i.e.-880000/978868----time (s)-133.98
0.909213499675135--i.e.-890000/978868----time (s)-134.48
0.9194293816939567--i.e.-900000/978868----time (s)-134.91
0.9296452637127784--i.e.-910000/978868----time (s)-135.3
0.9398611457316002--i.e.-920000/978868----time (s)-135.61
0.9500770277504219--i.e.-930000/978868----time (s)-135.9
0.9602929097692436--i.e.-940000/978868----time (s)-136.16
0.9705087917880654--i.e.-950000/978868----time (s)-136.4
0.9807246738068871--i.e.-960000/978868----time (s)-136.57
0.9909405558257088--i.e.-970000/978868----time (s)-136.71
