--0.0--i.e.-0/246158056----time (s)-0.0
--0.49013224251332244--i.e.-120650000/246158056----time (s)-7893.04
--0.4903353640394365--i.e.-120700000/246158056----time (s)-7896.49
--0.49053848556555063--i.e.-120750000/246158056----time (s)-7899.78
--0.4907416070916647--i.e.-120800000/246158056----time (s)-7903.4
--0.4909447286177788--i.e.-120850000/246158056----time (s)-7907.08
--0.4911478501438929--i.e.-120900000/246158056----time (s)-7910.52
--0.491350971670007--i.e.-120950000/246158056----time (s)-7913.67
--0.4915540931961211--i.e.-121000000/246158056----time (s)-7917.15
--0.4917572147222352--i.e.-121050000/246158056----time (s)-7920.32
--0.49196033624834934--i.e.-121100000/246158056----time (s)-7924.1
--0.4921634577744634--i.e.-121150000/246158056----time (s)-7927.49
--0.49236657930057753--i.e.-121200000/246158056----time (s)-7930.86
--0.4925697008266916--i.e.-121250000/246158056----time (s)-7933.89
--0.49277282235280573--i.e.-121300000/246158056----time (s)-7937.26
--0.4929759438789198--i.e.-121350000/246158056----time (s)-7940.75
--0.4931790654050339--i.e.-121400000/246158056----time (s)-7944.69
--0.493382186931148--i.e.-121450000/246158056----time (s)-7948.14
--0.4935853084572621--i.e.-121500000/246158056----time (s)-7951.27
--0.4937884299833762--i.e.-121550000/246158056----time (s)-7954.67
--0.4939915515094903--i.e.-121600000/246158056----time (s)-7958.0
--0.4941946730356044--i.e.-121650000/246158056----time (s)-7961.41
--0.4943977945617185--i.e.-121700000/246158056----time (s)-7964.64
--0.49460091608783263--i.e.-121750000/246158056----time (s)-7967.99
--0.4948040376139467--i.e.-121800000/246158056----time (s)-7971.0
--0.4950071591400608--i.e.-121850000/246158056----time (s)-7974.24
--0.4952102806661749--i.e.-121900000/246158056----time (s)-7977.69
--0.495413402192289--i.e.-121950000/246158056----time (s)-7980.94
--0.4956165237184031--i.e.-122000000/246158056----time (s)-7984.07
--0.4958196452445172--i.e.-122050000/246158056----time (s)-7987.7
--0.4960227667706313--i.e.-122100000/246158056----time (s)-7991.18
--0.4962258882967454--i.e.-122150000/246158056----time (s)-7994.46
--0.4964290098228595--i.e.-122200000/246158056----time (s)-7998.01
--0.4966321313489736--i.e.-122250000/246158056----time (s)-8001.48
--0.49683525287508773--i.e.-122300000/246158056----time (s)-8004.66
--0.4970383744012018--i.e.-122350000/246158056----time (s)-8008.33
--0.4972414959273159--i.e.-122400000/246158056----time (s)-8011.67
--0.49744461745343--i.e.-122450000/246158056----time (s)-8014.95
--0.4976477389795441--i.e.-122500000/246158056----time (s)-8017.94
--0.4978508605056582--i.e.-122550000/246158056----time (s)-8020.95
--0.4980539820317723--i.e.-122600000/246158056----time (s)-8024.22
--0.4982571035578864--i.e.-122650000/246158056----time (s)-8027.8
--0.4984602250840005--i.e.-122700000/246158056----time (s)-8031.15
--0.4986633466101146--i.e.-122750000/246158056----time (s)-8034.54
--0.4988664681362287--i.e.-122800000/246158056----time (s)-8038.29
--0.4990695896623428--i.e.-122850000/246158056----time (s)-8041.99
--0.4992727111884569--i.e.-122900000/246158056----time (s)-8045.33
--0.499475832714571--i.e.-122950000/246158056----time (s)-8048.88
--0.4996789542406851--i.e.-123000000/246158056----time (s)-8052.72
--0.4998820757667992--i.e.-123050000/246158056----time (s)-8056.16
--0.5000851972929133--i.e.-123100000/246158056----time (s)-8059.45
--0.5002883188190274--i.e.-123150000/246158056----time (s)-8062.81
--0.5004914403451415--i.e.-123200000/246158056----time (s)-8066.24
--0.5006945618712556--i.e.-123250000/246158056----time (s)-8069.95
--0.5008976833973697--i.e.-123300000/246158056----time (s)-8073.63
--0.5011008049234837--i.e.-123350000/246158056----time (s)-8076.91
--0.5013039264495979--i.e.-123400000/246158056----time (s)-8080.0
--0.501507047975712--i.e.-123450000/246158056----time (s)-8083.05
--0.5017101695018261--i.e.-123500000/246158056----time (s)-8086.26
--0.5019132910279402--i.e.-123550000/246158056----time (s)-8089.79
--0.5021164125540543--i.e.-123600000/246158056----time (s)-8093.01
--0.5023195340801684--i.e.-123650000/246158056----time (s)-8096.27
--0.5025226556062825--i.e.-123700000/246158056----time (s)-8099.78
--0.5027257771323966--i.e.-123750000/246158056----time (s)-8103.12
--0.5029288986585106--i.e.-123800000/246158056----time (s)-8106.49
--0.5031320201846248--i.e.-123850000/246158056----time (s)-8110.13
--0.5033351417107389--i.e.-123900000/246158056----time (s)-8113.56
--0.503538263236853--i.e.-123950000/246158056----time (s)-8116.75
--0.503741384762967--i.e.-124000000/246158056----time (s)-8120.17
--0.5039445062890812--i.e.-124050000/246158056----time (s)-8123.52
--0.5041476278151953--i.e.-124100000/246158056----time (s)-8127.28
--0.5043507493413094--i.e.-124150000/246158056----time (s)-8130.44
--0.5045538708674235--i.e.-124200000/246158056----time (s)-8133.9
--0.5047569923935376--i.e.-124250000/246158056----time (s)-8137.0
--0.5049601139196517--i.e.-124300000/246158056----time (s)-8140.15
--0.5051632354457658--i.e.-124350000/246158056----time (s)-8143.32
--0.5053663569718799--i.e.-124400000/246158056----time (s)-8146.37
--0.5055694784979939--i.e.-124450000/246158056----time (s)-8149.61
--0.5057726000241081--i.e.-124500000/246158056----time (s)-8153.12
--0.5059757215502222--i.e.-124550000/246158056----time (s)-8156.59
--0.5061788430763363--i.e.-124600000/246158056----time (s)-8159.86
--0.5063819646024504--i.e.-124650000/246158056----time (s)-8163.27
--0.5065850861285645--i.e.-124700000/246158056----time (s)-8166.58
--0.5067882076546786--i.e.-124750000/246158056----time (s)-8169.64
--0.5069913291807927--i.e.-124800000/246158056----time (s)-8173.16
--0.5071944507069068--i.e.-124850000/246158056----time (s)-8176.44
--0.5073975722330208--i.e.-124900000/246158056----time (s)-8179.68
--0.507600693759135--i.e.-124950000/246158056----time (s)-8183.04
--0.5078038152852491--i.e.-125000000/246158056----time (s)-8186.4
--0.5080069368113632--i.e.-125050000/246158056----time (s)-8190.01
--0.5082100583374772--i.e.-125100000/246158056----time (s)-8193.51
--0.5084131798635914--i.e.-125150000/246158056----time (s)-8196.92
--0.5086163013897055--i.e.-125200000/246158056----time (s)-8200.51
--0.5088194229158196--i.e.-125250000/246158056----time (s)-8203.9
--0.5090225444419337--i.e.-125300000/246158056----time (s)-8207.07
--0.5092256659680477--i.e.-125350000/246158056----time (s)-8210.59
--0.5094287874941619--i.e.-125400000/246158056----time (s)-8214.02
--0.509631909020276--i.e.-125450000/246158056----time (s)-8217.03
--0.5098350305463901--i.e.-125500000/246158056----time (s)-8220.43
--0.5100381520725041--i.e.-125550000/246158056----time (s)-8223.7
--0.5102412735986183--i.e.-125600000/246158056----time (s)-8226.97
--0.5104443951247324--i.e.-125650000/246158056----time (s)-8230.37
--0.5106475166508465--i.e.-125700000/246158056----time (s)-8233.73
--0.5108506381769605--i.e.-125750000/246158056----time (s)-8236.92
--0.5110537597030747--i.e.-125800000/246158056----time (s)-8240.21
--0.5112568812291888--i.e.-125850000/246158056----time (s)-8243.65
--0.5114600027553029--i.e.-125900000/246158056----time (s)-8246.98
--0.511663124281417--i.e.-125950000/246158056----time (s)-8250.39
--0.511866245807531--i.e.-126000000/246158056----time (s)-8253.88
--0.5120693673336452--i.e.-126050000/246158056----time (s)-8256.99
--0.5122724888597593--i.e.-126100000/246158056----time (s)-8259.96
--0.5124756103858734--i.e.-126150000/246158056----time (s)-8263.55
--0.5126787319119874--i.e.-126200000/246158056----time (s)-8266.87
--0.5128818534381016--i.e.-126250000/246158056----time (s)-8270.0
--0.5130849749642157--i.e.-126300000/246158056----time (s)-8273.3
--0.5132880964903298--i.e.-126350000/246158056----time (s)-8276.84
--0.5134912180164439--i.e.-126400000/246158056----time (s)-8280.29
--0.5136943395425579--i.e.-126450000/246158056----time (s)-8283.8
--0.5138974610686721--i.e.-126500000/246158056----time (s)-8287.12
--0.5141005825947862--i.e.-126550000/246158056----time (s)-8290.46
--0.5143037041209003--i.e.-126600000/246158056----time (s)-8293.87
--0.5145068256470143--i.e.-126650000/246158056----time (s)-8297.33
--0.5147099471731285--i.e.-126700000/246158056----time (s)-8300.47
--0.5149130686992426--i.e.-126750000/246158056----time (s)-8304.19
--0.5151161902253567--i.e.-126800000/246158056----time (s)-8307.48
--0.5153193117514707--i.e.-126850000/246158056----time (s)-8310.8
--0.5155224332775848--i.e.-126900000/246158056----time (s)-8314.54
--0.515725554803699--i.e.-126950000/246158056----time (s)-8317.52
--0.5159286763298131--i.e.-127000000/246158056----time (s)-8320.77
--0.5161317978559272--i.e.-127050000/246158056----time (s)-8324.16
--0.5163349193820412--i.e.-127100000/246158056----time (s)-8328.07
--0.5165380409081554--i.e.-127150000/246158056----time (s)-8331.66
--0.5167411624342695--i.e.-127200000/246158056----time (s)-8334.9
--0.5169442839603836--i.e.-127250000/246158056----time (s)-8338.43
--0.5171474054864976--i.e.-127300000/246158056----time (s)-8341.62
--0.5173505270126117--i.e.-127350000/246158056----time (s)-8345.0
--0.5175536485387259--i.e.-127400000/246158056----time (s)-8348.41
--0.51775677006484--i.e.-127450000/246158056----time (s)-8351.68
--0.517959891590954--i.e.-127500000/246158056----time (s)-8355.07
--0.5181630131170681--i.e.-127550000/246158056----time (s)-8358.36
--0.5183661346431823--i.e.-127600000/246158056----time (s)-8361.61
--0.5185692561692964--i.e.-127650000/246158056----time (s)-8364.92
--0.5187723776954105--i.e.-127700000/246158056----time (s)-8368.48
--0.5189754992215245--i.e.-127750000/246158056----time (s)-8372.09
--0.5191786207476387--i.e.-127800000/246158056----time (s)-8374.97
--0.5193817422737528--i.e.-127850000/246158056----time (s)-8377.59
--0.5195848637998669--i.e.-127900000/246158056----time (s)-8380.9
--0.5197879853259809--i.e.-127950000/246158056----time (s)-8383.93
--0.519991106852095--i.e.-128000000/246158056----time (s)-8387.31
--0.5201942283782092--i.e.-128050000/246158056----time (s)-8390.61
--0.5203973499043233--i.e.-128100000/246158056----time (s)-8393.77
--0.5206004714304373--i.e.-128150000/246158056----time (s)-8396.71
--0.5208035929565514--i.e.-128200000/246158056----time (s)-8400.01
--0.5210067144826656--i.e.-128250000/246158056----time (s)-8403.21
--0.5212098360087797--i.e.-128300000/246158056----time (s)-8406.44
--0.5214129575348938--i.e.-128350000/246158056----time (s)-8409.79
--0.5216160790610078--i.e.-128400000/246158056----time (s)-8413.25
--0.521819200587122--i.e.-128450000/246158056----time (s)-8416.82
--0.5220223221132361--i.e.-128500000/246158056----time (s)-8420.09
--0.5222254436393502--i.e.-128550000/246158056----time (s)-8423.41
--0.5224285651654642--i.e.-128600000/246158056----time (s)-8426.75
--0.5226316866915783--i.e.-128650000/246158056----time (s)-8430.16
--0.5228348082176925--i.e.-128700000/246158056----time (s)-8433.61
--0.5230379297438066--i.e.-128750000/246158056----time (s)-8437.15
--0.5232410512699207--i.e.-128800000/246158056----time (s)-8440.67
--0.5234441727960347--i.e.-128850000/246158056----time (s)-8443.91
--0.5236472943221488--i.e.-128900000/246158056----time (s)-8447.01
--0.523850415848263--i.e.-128950000/246158056----time (s)-8450.06
--0.5240535373743771--i.e.-129000000/246158056----time (s)-8454.28
--0.5242566589004911--i.e.-129050000/246158056----time (s)-8457.89
--0.5244597804266052--i.e.-129100000/246158056----time (s)-8461.14
--0.5246629019527194--i.e.-129150000/246158056----time (s)-8464.58
--0.5248660234788335--i.e.-129200000/246158056----time (s)-8467.76
--0.5250691450049475--i.e.-129250000/246158056----time (s)-8471.25
--0.5252722665310616--i.e.-129300000/246158056----time (s)-8474.24
--0.5254753880571758--i.e.-129350000/246158056----time (s)-8477.66
--0.5256785095832899--i.e.-129400000/246158056----time (s)-8481.17
--0.525881631109404--i.e.-129450000/246158056----time (s)-8484.83
--0.526084752635518--i.e.-129500000/246158056----time (s)-8488.46
--0.5262878741616321--i.e.-129550000/246158056----time (s)-8491.97
--0.5264909956877463--i.e.-129600000/246158056----time (s)-8495.52
--0.5266941172138604--i.e.-129650000/246158056----time (s)-8498.87
--0.5268972387399744--i.e.-129700000/246158056----time (s)-8502.08
--0.5271003602660885--i.e.-129750000/246158056----time (s)-8505.36
--0.5273034817922027--i.e.-129800000/246158056----time (s)-8508.38
--0.5275066033183168--i.e.-129850000/246158056----time (s)-8511.74
--0.5277097248444308--i.e.-129900000/246158056----time (s)-8515.27
--0.5279128463705449--i.e.-129950000/246158056----time (s)-8519.15
--0.528115967896659--i.e.-130000000/246158056----time (s)-8522.48
--0.5283190894227732--i.e.-130050000/246158056----time (s)-8525.92
--0.5285222109488873--i.e.-130100000/246158056----time (s)-8529.45
--0.5287253324750013--i.e.-130150000/246158056----time (s)-8532.5
--0.5289284540011154--i.e.-130200000/246158056----time (s)-8535.73
--0.5291315755272296--i.e.-130250000/246158056----time (s)-8538.93
--0.5293346970533437--i.e.-130300000/246158056----time (s)-8542.2
--0.5295378185794577--i.e.-130350000/246158056----time (s)-8545.78
--0.5297409401055718--i.e.-130400000/246158056----time (s)-8548.93
--0.529944061631686--i.e.-130450000/246158056----time (s)-8552.26
--0.5301471831578001--i.e.-130500000/246158056----time (s)-8555.29
--0.5303503046839142--i.e.-130550000/246158056----time (s)-8558.55
--0.5305534262100282--i.e.-130600000/246158056----time (s)-8562.3
--0.5307565477361423--i.e.-130650000/246158056----time (s)-8565.68
--0.5309596692622565--i.e.-130700000/246158056----time (s)-8568.9
--0.5311627907883706--i.e.-130750000/246158056----time (s)-8572.38
--0.5313659123144846--i.e.-130800000/246158056----time (s)-8575.8
--0.5315690338405987--i.e.-130850000/246158056----time (s)-8578.86
--0.5317721553667129--i.e.-130900000/246158056----time (s)-8582.09
--0.531975276892827--i.e.-130950000/246158056----time (s)-8585.25
--0.532178398418941--i.e.-131000000/246158056----time (s)-8588.48
--0.5323815199450551--i.e.-131050000/246158056----time (s)-8591.67
--0.5325846414711692--i.e.-131100000/246158056----time (s)-8594.83
--0.5327877629972834--i.e.-131150000/246158056----time (s)-8598.21
--0.5329908845233975--i.e.-131200000/246158056----time (s)-8601.45
--0.5331940060495115--i.e.-131250000/246158056----time (s)-8604.91
--0.5333971275756256--i.e.-131300000/246158056----time (s)-8608.43
--0.5336002491017398--i.e.-131350000/246158056----time (s)-8611.78
--0.5338033706278539--i.e.-131400000/246158056----time (s)-8615.07
--0.5340064921539679--i.e.-131450000/246158056----time (s)-8618.28
--0.534209613680082--i.e.-131500000/246158056----time (s)-8621.55
--0.5344127352061961--i.e.-131550000/246158056----time (s)-8624.96
--0.5346158567323103--i.e.-131600000/246158056----time (s)-8628.22
--0.5348189782584243--i.e.-131650000/246158056----time (s)-8631.62
--0.5350220997845384--i.e.-131700000/246158056----time (s)-8635.19
--0.5352252213106525--i.e.-131750000/246158056----time (s)-8638.24
--0.5354283428367667--i.e.-131800000/246158056----time (s)-8641.73
--0.5356314643628808--i.e.-131850000/246158056----time (s)-8645.04
--0.5358345858889948--i.e.-131900000/246158056----time (s)-8648.22
--0.5360377074151089--i.e.-131950000/246158056----time (s)-8651.79
--0.536240828941223--i.e.-132000000/246158056----time (s)-8654.97
--0.5364439504673372--i.e.-132050000/246158056----time (s)-8658.51
--0.5366470719934512--i.e.-132100000/246158056----time (s)-8661.94
--0.5368501935195653--i.e.-132150000/246158056----time (s)-8665.65
--0.5370533150456794--i.e.-132200000/246158056----time (s)-8669.1
--0.5372564365717936--i.e.-132250000/246158056----time (s)-8672.56
--0.5374595580979077--i.e.-132300000/246158056----time (s)-8675.95
--0.5376626796240217--i.e.-132350000/246158056----time (s)-8679.18
--0.5378658011501358--i.e.-132400000/246158056----time (s)-8682.32
--0.53806892267625--i.e.-132450000/246158056----time (s)-8685.43
--0.5382720442023641--i.e.-132500000/246158056----time (s)-8688.65
--0.5384751657284781--i.e.-132550000/246158056----time (s)-8691.9
--0.5386782872545922--i.e.-132600000/246158056----time (s)-8694.95
--0.5388814087807063--i.e.-132650000/246158056----time (s)-8698.07
--0.5390845303068205--i.e.-132700000/246158056----time (s)-8701.12
--0.5392876518329345--i.e.-132750000/246158056----time (s)-8704.34
--0.5394907733590486--i.e.-132800000/246158056----time (s)-8707.99
--0.5396938948851627--i.e.-132850000/246158056----time (s)-8711.2
--0.5398970164112769--i.e.-132900000/246158056----time (s)-8714.32
--0.540100137937391--i.e.-132950000/246158056----time (s)-8717.41
--0.540303259463505--i.e.-133000000/246158056----time (s)-8720.99
--0.5405063809896191--i.e.-133050000/246158056----time (s)-8724.45
--0.5407095025157332--i.e.-133100000/246158056----time (s)-8727.93
--0.5409126240418474--i.e.-133150000/246158056----time (s)-8731.31
--0.5411157455679614--i.e.-133200000/246158056----time (s)-8734.51
--0.5413188670940755--i.e.-133250000/246158056----time (s)-8737.71
--0.5415219886201896--i.e.-133300000/246158056----time (s)-8741.03
--0.5417251101463038--i.e.-133350000/246158056----time (s)-8744.32
--0.5419282316724178--i.e.-133400000/246158056----time (s)-8747.57
--0.5421313531985319--i.e.-133450000/246158056----time (s)-8750.6
--0.542334474724646--i.e.-133500000/246158056----time (s)-8753.81
--0.5425375962507601--i.e.-133550000/246158056----time (s)-8756.87
--0.5427407177768743--i.e.-133600000/246158056----time (s)-8760.16
--0.5429438393029883--i.e.-133650000/246158056----time (s)-8763.31
--0.5431469608291024--i.e.-133700000/246158056----time (s)-8766.57
--0.5433500823552165--i.e.-133750000/246158056----time (s)-8770.11
--0.5435532038813307--i.e.-133800000/246158056----time (s)-8773.48
--0.5437563254074447--i.e.-133850000/246158056----time (s)-8776.83
--0.5439594469335588--i.e.-133900000/246158056----time (s)-8780.19
--0.5441625684596729--i.e.-133950000/246158056----time (s)-8783.61
--0.544365689985787--i.e.-134000000/246158056----time (s)-8786.86
--0.5445688115119011--i.e.-134050000/246158056----time (s)-8790.17
--0.5447719330380152--i.e.-134100000/246158056----time (s)-8793.56
--0.5449750545641293--i.e.-134150000/246158056----time (s)-8796.9
--0.5451781760902434--i.e.-134200000/246158056----time (s)-8800.19
--0.5453812976163576--i.e.-134250000/246158056----time (s)-8803.39
--0.5455844191424716--i.e.-134300000/246158056----time (s)-8806.68
--0.5457875406685857--i.e.-134350000/246158056----time (s)-8810.07
--0.5459906621946998--i.e.-134400000/246158056----time (s)-8813.53
--0.546193783720814--i.e.-134450000/246158056----time (s)-8816.72
--0.546396905246928--i.e.-134500000/246158056----time (s)-8820.25
--0.5466000267730421--i.e.-134550000/246158056----time (s)-8823.6
--0.5468031482991562--i.e.-134600000/246158056----time (s)-8826.99
--0.5470062698252703--i.e.-134650000/246158056----time (s)-8830.36
--0.5472093913513845--i.e.-134700000/246158056----time (s)-8833.59
--0.5474125128774985--i.e.-134750000/246158056----time (s)-8837.11
--0.5476156344036126--i.e.-134800000/246158056----time (s)-8840.51
--0.5478187559297267--i.e.-134850000/246158056----time (s)-8843.79
--0.5480218774558409--i.e.-134900000/246158056----time (s)-8847.2
--0.5482249989819549--i.e.-134950000/246158056----time (s)-8850.19
--0.548428120508069--i.e.-135000000/246158056----time (s)-8853.31
--0.5486312420341831--i.e.-135050000/246158056----time (s)-8856.69
--0.5488343635602972--i.e.-135100000/246158056----time (s)-8860.1
--0.5490374850864113--i.e.-135150000/246158056----time (s)-8863.49
--0.5492406066125254--i.e.-135200000/246158056----time (s)-8867.14
--0.5494437281386395--i.e.-135250000/246158056----time (s)-8870.34
--0.5496468496647536--i.e.-135300000/246158056----time (s)-8873.77
--0.5498499711908678--i.e.-135350000/246158056----time (s)-8876.98
--0.5500530927169818--i.e.-135400000/246158056----time (s)-8880.19
--0.5502562142430959--i.e.-135450000/246158056----time (s)-8883.46
--0.55045933576921--i.e.-135500000/246158056----time (s)-8886.5
--0.5506624572953241--i.e.-135550000/246158056----time (s)-8889.66
--0.5508655788214382--i.e.-135600000/246158056----time (s)-8893.02
--0.5510687003475523--i.e.-135650000/246158056----time (s)-8896.48
--0.5512718218736664--i.e.-135700000/246158056----time (s)-8899.75
--0.5514749433997805--i.e.-135750000/246158056----time (s)-8902.92
--0.5516780649258946--i.e.-135800000/246158056----time (s)-8906.4
--0.5518811864520087--i.e.-135850000/246158056----time (s)-8909.85
--0.5520843079781228--i.e.-135900000/246158056----time (s)-8913.05
--0.5522874295042369--i.e.-135950000/246158056----time (s)-8916.01
--0.552490551030351--i.e.-136000000/246158056----time (s)-8919.32
--0.5526936725564651--i.e.-136050000/246158056----time (s)-8922.42
--0.5528967940825792--i.e.-136100000/246158056----time (s)-8925.67
--0.5530999156086933--i.e.-136150000/246158056----time (s)-8929.22
--0.5533030371348074--i.e.-136200000/246158056----time (s)-8932.55
--0.5535061586609215--i.e.-136250000/246158056----time (s)-8935.85
--0.5537092801870356--i.e.-136300000/246158056----time (s)-8939.27
--0.5539124017131497--i.e.-136350000/246158056----time (s)-8942.83
--0.5541155232392638--i.e.-136400000/246158056----time (s)-8946.11
--0.554318644765378--i.e.-136450000/246158056----time (s)-8949.46
--0.554521766291492--i.e.-136500000/246158056----time (s)-8952.78
--0.5547248878176061--i.e.-136550000/246158056----time (s)-8955.94
--0.5549280093437202--i.e.-136600000/246158056----time (s)-8959.11
--0.5551311308698343--i.e.-136650000/246158056----time (s)-8962.16
--0.5553342523959484--i.e.-136700000/246158056----time (s)-8965.52
--0.5555373739220625--i.e.-136750000/246158056----time (s)-8968.92
--0.5557404954481766--i.e.-136800000/246158056----time (s)-8972.08
--0.5559436169742907--i.e.-136850000/246158056----time (s)-8975.63
--0.5561467385004047--i.e.-136900000/246158056----time (s)-8978.92
--0.5563498600265189--i.e.-136950000/246158056----time (s)-8982.46
--0.556552981552633--i.e.-137000000/246158056----time (s)-8985.71
--0.5567561030787471--i.e.-137050000/246158056----time (s)-8989.07
--0.5569592246048612--i.e.-137100000/246158056----time (s)-8992.25
--0.5571623461309753--i.e.-137150000/246158056----time (s)-8995.67
--0.5573654676570894--i.e.-137200000/246158056----time (s)-8999.4
--0.5575685891832035--i.e.-137250000/246158056----time (s)-9002.9
--0.5577717107093176--i.e.-137300000/246158056----time (s)-9006.04
--0.5579748322354317--i.e.-137350000/246158056----time (s)-9009.46
--0.5581779537615458--i.e.-137400000/246158056----time (s)-9012.76
--0.5583810752876599--i.e.-137450000/246158056----time (s)-9016.1
--0.558584196813774--i.e.-137500000/246158056----time (s)-9019.52
--0.558787318339888--i.e.-137550000/246158056----time (s)-9022.46
--0.5589904398660022--i.e.-137600000/246158056----time (s)-9025.69
--0.5591935613921163--i.e.-137650000/246158056----time (s)-9028.91
--0.5593966829182304--i.e.-137700000/246158056----time (s)-9032.07
--0.5595998044443445--i.e.-137750000/246158056----time (s)-9035.85
--0.5598029259704586--i.e.-137800000/246158056----time (s)-9038.83
--0.5600060474965727--i.e.-137850000/246158056----time (s)-9042.21
--0.5602091690226868--i.e.-137900000/246158056----time (s)-9045.62
--0.5604122905488009--i.e.-137950000/246158056----time (s)-9049.0
--0.5606154120749149--i.e.-138000000/246158056----time (s)-9052.37
--0.5608185336010291--i.e.-138050000/246158056----time (s)-9055.52
--0.5610216551271432--i.e.-138100000/246158056----time (s)-9058.86
--0.5612247766532573--i.e.-138150000/246158056----time (s)-9062.5
--0.5614278981793713--i.e.-138200000/246158056----time (s)-9065.75
--0.5616310197054855--i.e.-138250000/246158056----time (s)-9069.38
--0.5618341412315996--i.e.-138300000/246158056----time (s)-9072.73
--0.5620372627577137--i.e.-138350000/246158056----time (s)-9075.77
--0.5622403842838278--i.e.-138400000/246158056----time (s)-9079.14
--0.5624435058099418--i.e.-138450000/246158056----time (s)-9082.13
--0.562646627336056--i.e.-138500000/246158056----time (s)-9085.34
--0.5628497488621701--i.e.-138550000/246158056----time (s)-9088.86
--0.5630528703882842--i.e.-138600000/246158056----time (s)-9092.2
--0.5632559919143982--i.e.-138650000/246158056----time (s)-9095.4
--0.5634591134405124--i.e.-138700000/246158056----time (s)-9098.75
--0.5636622349666265--i.e.-138750000/246158056----time (s)-9101.82
--0.5638653564927406--i.e.-138800000/246158056----time (s)-9105.02
--0.5640684780188547--i.e.-138850000/246158056----time (s)-9108.67
--0.5642715995449687--i.e.-138900000/246158056----time (s)-9112.12
--0.5644747210710829--i.e.-138950000/246158056----time (s)-9115.84
--0.564677842597197--i.e.-139000000/246158056----time (s)-9119.31
--0.5648809641233111--i.e.-139050000/246158056----time (s)-9122.77
--0.5650840856494251--i.e.-139100000/246158056----time (s)-9125.72
--0.5652872071755393--i.e.-139150000/246158056----time (s)-9128.91
--0.5654903287016534--i.e.-139200000/246158056----time (s)-9132.14
--0.5656934502277675--i.e.-139250000/246158056----time (s)-9135.29
--0.5658965717538815--i.e.-139300000/246158056----time (s)-9138.57
--0.5660996932799957--i.e.-139350000/246158056----time (s)-9141.95
--0.5663028148061098--i.e.-139400000/246158056----time (s)-9145.19
--0.5665059363322239--i.e.-139450000/246158056----time (s)-9148.5
--0.566709057858338--i.e.-139500000/246158056----time (s)-9151.78
--0.566912179384452--i.e.-139550000/246158056----time (s)-9154.92
--0.5671153009105662--i.e.-139600000/246158056----time (s)-9158.3
--0.5673184224366803--i.e.-139650000/246158056----time (s)-9161.36
--0.5675215439627944--i.e.-139700000/246158056----time (s)-9164.51
--0.5677246654889084--i.e.-139750000/246158056----time (s)-9167.87
--0.5679277870150226--i.e.-139800000/246158056----time (s)-9171.29
--0.5681309085411367--i.e.-139850000/246158056----time (s)-9174.5
--0.5683340300672508--i.e.-139900000/246158056----time (s)-9177.7
--0.5685371515933648--i.e.-139950000/246158056----time (s)-9180.86
--0.568740273119479--i.e.-140000000/246158056----time (s)-9184.18
--0.5689433946455931--i.e.-140050000/246158056----time (s)-9187.77
--0.5691465161717072--i.e.-140100000/246158056----time (s)-9191.26
--0.5693496376978213--i.e.-140150000/246158056----time (s)-9194.57
--0.5695527592239353--i.e.-140200000/246158056----time (s)-9197.86
--0.5697558807500495--i.e.-140250000/246158056----time (s)-9201.08
--0.5699590022761636--i.e.-140300000/246158056----time (s)-9204.44
--0.5701621238022777--i.e.-140350000/246158056----time (s)-9207.78
--0.5703652453283917--i.e.-140400000/246158056----time (s)-9211.01
--0.5705683668545058--i.e.-140450000/246158056----time (s)-9214.34
--0.57077148838062--i.e.-140500000/246158056----time (s)-9217.66
--0.5709746099067341--i.e.-140550000/246158056----time (s)-9221.84
--0.5711777314328482--i.e.-140600000/246158056----time (s)-9225.07
--0.5713808529589622--i.e.-140650000/246158056----time (s)-9228.07
--0.5715839744850764--i.e.-140700000/246158056----time (s)-9231.5
--0.5717870960111905--i.e.-140750000/246158056----time (s)-9234.48
--0.5719902175373046--i.e.-140800000/246158056----time (s)-9237.73
--0.5721933390634186--i.e.-140850000/246158056----time (s)-9241.06
--0.5723964605895328--i.e.-140900000/246158056----time (s)-9244.49
--0.5725995821156469--i.e.-140950000/246158056----time (s)-9248.19
--0.572802703641761--i.e.-141000000/246158056----time (s)-9251.41
--0.573005825167875--i.e.-141050000/246158056----time (s)-9254.72
--0.5732089466939891--i.e.-141100000/246158056----time (s)-9257.89
--0.5734120682201033--i.e.-141150000/246158056----time (s)-9261.01
--0.5736151897462174--i.e.-141200000/246158056----time (s)-9264.14
--0.5738183112723315--i.e.-141250000/246158056----time (s)-9267.54
--0.5740214327984455--i.e.-141300000/246158056----time (s)-9270.87
--0.5742245543245597--i.e.-141350000/246158056----time (s)-9273.97
--0.5744276758506738--i.e.-141400000/246158056----time (s)-9277.03
--0.5746307973767879--i.e.-141450000/246158056----time (s)-9280.26
--0.5748339189029019--i.e.-141500000/246158056----time (s)-9283.3
--0.575037040429016--i.e.-141550000/246158056----time (s)-9286.6
--0.5752401619551302--i.e.-141600000/246158056----time (s)-9289.84
--0.5754432834812443--i.e.-141650000/246158056----time (s)-9293.15
--0.5756464050073583--i.e.-141700000/246158056----time (s)-9296.4
--0.5758495265334724--i.e.-141750000/246158056----time (s)-9299.74
--0.5760526480595866--i.e.-141800000/246158056----time (s)-9303.0
--0.5762557695857007--i.e.-141850000/246158056----time (s)-9306.9
