--0.0--i.e.-0/246158056----time (s)-0.0
--0.17346578330144108--i.e.-42700000/246158056----time (s)-2609.77
--0.17366890482755518--i.e.-42750000/246158056----time (s)-2613.11
--0.17387202635366927--i.e.-42800000/246158056----time (s)-2616.16
--0.1740751478797834--i.e.-42850000/246158056----time (s)-2619.36
--0.1742782694058975--i.e.-42900000/246158056----time (s)-2622.61
--0.1744813909320116--i.e.-42950000/246158056----time (s)-2625.92
--0.1746845124581257--i.e.-43000000/246158056----time (s)-2629.3
--0.1748876339842398--i.e.-43050000/246158056----time (s)-2632.61
--0.17509075551035388--i.e.-43100000/246158056----time (s)-2636.0
--0.17529387703646798--i.e.-43150000/246158056----time (s)-2639.48
--0.17549699856258208--i.e.-43200000/246158056----time (s)-2642.5
--0.17570012008869618--i.e.-43250000/246158056----time (s)-2645.87
--0.17590324161481027--i.e.-43300000/246158056----time (s)-2649.45
--0.17610636314092437--i.e.-43350000/246158056----time (s)-2652.72
--0.17630948466703847--i.e.-43400000/246158056----time (s)-2656.16
--0.1765126061931526--i.e.-43450000/246158056----time (s)-2659.88
--0.1767157277192667--i.e.-43500000/246158056----time (s)-2663.15
--0.1769188492453808--i.e.-43550000/246158056----time (s)-2666.39
--0.17712197077149489--i.e.-43600000/246158056----time (s)-2669.5
--0.17732509229760898--i.e.-43650000/246158056----time (s)-2672.94
--0.17752821382372308--i.e.-43700000/246158056----time (s)-2676.49
--0.17773133534983718--i.e.-43750000/246158056----time (s)-2679.68
--0.17793445687595127--i.e.-43800000/246158056----time (s)-2682.67
--0.17813757840206537--i.e.-43850000/246158056----time (s)-2686.22
--0.17834069992817947--i.e.-43900000/246158056----time (s)-2689.67
--0.17854382145429357--i.e.-43950000/246158056----time (s)-2692.87
--0.17874694298040766--i.e.-44000000/246158056----time (s)-2696.34
--0.1789500645065218--i.e.-44050000/246158056----time (s)-2699.68
--0.17915318603263589--i.e.-44100000/246158056----time (s)-2703.5
--0.17935630755874998--i.e.-44150000/246158056----time (s)-2707.05
--0.17955942908486408--i.e.-44200000/246158056----time (s)-2710.48
--0.17976255061097818--i.e.-44250000/246158056----time (s)-2713.79
--0.17996567213709228--i.e.-44300000/246158056----time (s)-2717.29
--0.18016879366320637--i.e.-44350000/246158056----time (s)-2721.06
--0.18037191518932047--i.e.-44400000/246158056----time (s)-2724.74
--0.18057503671543457--i.e.-44450000/246158056----time (s)-2728.16
--0.18077815824154866--i.e.-44500000/246158056----time (s)-2731.32
--0.18098127976766276--i.e.-44550000/246158056----time (s)-2734.58
--0.1811844012937769--i.e.-44600000/246158056----time (s)-2737.92
--0.18138752281989098--i.e.-44650000/246158056----time (s)-2741.19
--0.18159064434600508--i.e.-44700000/246158056----time (s)-2744.38
--0.18179376587211918--i.e.-44750000/246158056----time (s)-2747.64
--0.18199688739823328--i.e.-44800000/246158056----time (s)-2751.01
--0.18220000892434737--i.e.-44850000/246158056----time (s)-2754.31
--0.18240313045046147--i.e.-44900000/246158056----time (s)-2757.67
--0.18260625197657557--i.e.-44950000/246158056----time (s)-2760.86
--0.18280937350268966--i.e.-45000000/246158056----time (s)-2764.51
--0.18301249502880376--i.e.-45050000/246158056----time (s)-2767.86
--0.18321561655491786--i.e.-45100000/246158056----time (s)-2771.04
--0.18341873808103196--i.e.-45150000/246158056----time (s)-2774.52
--0.18362185960714608--i.e.-45200000/246158056----time (s)-2777.49
--0.18382498113326018--i.e.-45250000/246158056----time (s)-2780.85
--0.18402810265937428--i.e.-45300000/246158056----time (s)-2784.69
--0.18423122418548837--i.e.-45350000/246158056----time (s)-2787.88
--0.18443434571160247--i.e.-45400000/246158056----time (s)-2791.19
--0.18463746723771657--i.e.-45450000/246158056----time (s)-2794.88
--0.18484058876383067--i.e.-45500000/246158056----time (s)-2798.65
--0.18504371028994476--i.e.-45550000/246158056----time (s)-2801.76
--0.18524683181605886--i.e.-45600000/246158056----time (s)-2804.91
--0.18544995334217296--i.e.-45650000/246158056----time (s)-2807.84
--0.18565307486828705--i.e.-45700000/246158056----time (s)-2811.04
--0.18585619639440115--i.e.-45750000/246158056----time (s)-2814.73
--0.18605931792051528--i.e.-45800000/246158056----time (s)-2818.03
--0.18626243944662937--i.e.-45850000/246158056----time (s)-2821.34
--0.18646556097274347--i.e.-45900000/246158056----time (s)-2824.83
--0.18666868249885757--i.e.-45950000/246158056----time (s)-2828.14
--0.18687180402497167--i.e.-46000000/246158056----time (s)-2831.53
--0.18707492555108576--i.e.-46050000/246158056----time (s)-2835.3
--0.18727804707719986--i.e.-46100000/246158056----time (s)-2838.86
--0.18748116860331396--i.e.-46150000/246158056----time (s)-2842.31
--0.18768429012942806--i.e.-46200000/246158056----time (s)-2845.58
--0.18788741165554215--i.e.-46250000/246158056----time (s)-2848.74
--0.18809053318165625--i.e.-46300000/246158056----time (s)-2852.29
--0.18829365470777035--i.e.-46350000/246158056----time (s)-2855.42
--0.18849677623388447--i.e.-46400000/246158056----time (s)-2858.76
--0.18869989775999857--i.e.-46450000/246158056----time (s)-2861.83
--0.18890301928611267--i.e.-46500000/246158056----time (s)-2866.03
--0.18910614081222676--i.e.-46550000/246158056----time (s)-2869.27
--0.18930926233834086--i.e.-46600000/246158056----time (s)-2872.6
--0.18951238386445496--i.e.-46650000/246158056----time (s)-2875.57
--0.18971550539056906--i.e.-46700000/246158056----time (s)-2878.9
--0.18991862691668315--i.e.-46750000/246158056----time (s)-2882.37
--0.19012174844279725--i.e.-46800000/246158056----time (s)-2885.48
--0.19032486996891135--i.e.-46850000/246158056----time (s)-2888.64
--0.19052799149502544--i.e.-46900000/246158056----time (s)-2891.86
--0.19073111302113954--i.e.-46950000/246158056----time (s)-2895.05
--0.19093423454725367--i.e.-47000000/246158056----time (s)-2898.15
--0.19113735607336776--i.e.-47050000/246158056----time (s)-2901.51
--0.19134047759948186--i.e.-47100000/246158056----time (s)-2904.87
--0.19154359912559596--i.e.-47150000/246158056----time (s)-2908.06
--0.19174672065171006--i.e.-47200000/246158056----time (s)-2911.49
--0.19194984217782415--i.e.-47250000/246158056----time (s)-2914.89
--0.19215296370393825--i.e.-47300000/246158056----time (s)-2918.6
--0.19235608523005235--i.e.-47350000/246158056----time (s)-2922.33
--0.19255920675616645--i.e.-47400000/246158056----time (s)-2925.89
--0.19276232828228054--i.e.-47450000/246158056----time (s)-2929.16
--0.19296544980839464--i.e.-47500000/246158056----time (s)-2932.75
--0.19316857133450877--i.e.-47550000/246158056----time (s)-2935.91
--0.19337169286062286--i.e.-47600000/246158056----time (s)-2939.13
--0.19357481438673696--i.e.-47650000/246158056----time (s)-2942.43
--0.19377793591285106--i.e.-47700000/246158056----time (s)-2946.0
--0.19398105743896515--i.e.-47750000/246158056----time (s)-2949.36
--0.19418417896507925--i.e.-47800000/246158056----time (s)-2952.87
--0.19438730049119335--i.e.-47850000/246158056----time (s)-2956.2
--0.19459042201730745--i.e.-47900000/246158056----time (s)-2959.91
--0.19479354354342154--i.e.-47950000/246158056----time (s)-2962.93
--0.19499666506953564--i.e.-48000000/246158056----time (s)-2966.15
--0.19519978659564974--i.e.-48050000/246158056----time (s)-2969.19
--0.19540290812176384--i.e.-48100000/246158056----time (s)-2972.41
--0.19560602964787796--i.e.-48150000/246158056----time (s)-2975.96
--0.19580915117399206--i.e.-48200000/246158056----time (s)-2979.23
--0.19601227270010615--i.e.-48250000/246158056----time (s)-2982.41
--0.19621539422622025--i.e.-48300000/246158056----time (s)-2985.82
--0.19641851575233435--i.e.-48350000/246158056----time (s)-2988.87
--0.19662163727844845--i.e.-48400000/246158056----time (s)-2992.18
--0.19682475880456254--i.e.-48450000/246158056----time (s)-2995.45
--0.19702788033067664--i.e.-48500000/246158056----time (s)-2998.61
--0.19723100185679074--i.e.-48550000/246158056----time (s)-3001.88
--0.19743412338290484--i.e.-48600000/246158056----time (s)-3005.14
--0.19763724490901893--i.e.-48650000/246158056----time (s)-3008.61
--0.19784036643513303--i.e.-48700000/246158056----time (s)-3011.84
--0.19804348796124716--i.e.-48750000/246158056----time (s)-3015.22
--0.19824660948736125--i.e.-48800000/246158056----time (s)-3018.26
--0.19844973101347535--i.e.-48850000/246158056----time (s)-3021.74
--0.19865285253958945--i.e.-48900000/246158056----time (s)-3025.06
--0.19885597406570354--i.e.-48950000/246158056----time (s)-3028.42
--0.19905909559181764--i.e.-49000000/246158056----time (s)-3031.79
--0.19926221711793174--i.e.-49050000/246158056----time (s)-3035.16
--0.19946533864404584--i.e.-49100000/246158056----time (s)-3038.4
--0.19966846017015993--i.e.-49150000/246158056----time (s)-3041.61
--0.19987158169627403--i.e.-49200000/246158056----time (s)-3045.05
--0.20007470322238813--i.e.-49250000/246158056----time (s)-3048.61
--0.20027782474850223--i.e.-49300000/246158056----time (s)-3051.98
--0.20048094627461635--i.e.-49350000/246158056----time (s)-3055.28
--0.20068406780073045--i.e.-49400000/246158056----time (s)-3059.0
--0.20088718932684455--i.e.-49450000/246158056----time (s)-3062.46
--0.20109031085295864--i.e.-49500000/246158056----time (s)-3065.69
--0.20129343237907274--i.e.-49550000/246158056----time (s)-3068.91
--0.20149655390518684--i.e.-49600000/246158056----time (s)-3072.36
--0.20169967543130093--i.e.-49650000/246158056----time (s)-3075.95
--0.20190279695741503--i.e.-49700000/246158056----time (s)-3079.45
--0.20210591848352913--i.e.-49750000/246158056----time (s)-3082.87
--0.20230904000964323--i.e.-49800000/246158056----time (s)-3086.35
--0.20251216153575732--i.e.-49850000/246158056----time (s)-3089.64
--0.20271528306187142--i.e.-49900000/246158056----time (s)-3092.71
--0.20291840458798555--i.e.-49950000/246158056----time (s)-3096.17
--0.20312152611409964--i.e.-50000000/246158056----time (s)-3099.6
--0.20332464764021374--i.e.-50050000/246158056----time (s)-3103.19
--0.20352776916632784--i.e.-50100000/246158056----time (s)-3106.5
--0.20373089069244193--i.e.-50150000/246158056----time (s)-3110.06
--0.20393401221855603--i.e.-50200000/246158056----time (s)-3113.26
--0.20413713374467013--i.e.-50250000/246158056----time (s)-3116.79
--0.20434025527078423--i.e.-50300000/246158056----time (s)-3120.28
--0.20454337679689832--i.e.-50350000/246158056----time (s)-3123.77
--0.20474649832301242--i.e.-50400000/246158056----time (s)-3127.05
--0.20494961984912652--i.e.-50450000/246158056----time (s)-3130.56
--0.20515274137524064--i.e.-50500000/246158056----time (s)-3133.81
--0.20535586290135474--i.e.-50550000/246158056----time (s)-3137.52
--0.20555898442746884--i.e.-50600000/246158056----time (s)-3140.84
--0.20576210595358294--i.e.-50650000/246158056----time (s)-3144.19
--0.20596522747969703--i.e.-50700000/246158056----time (s)-3147.63
--0.20616834900581113--i.e.-50750000/246158056----time (s)-3150.99
--0.20637147053192523--i.e.-50800000/246158056----time (s)-3154.47
--0.20657459205803932--i.e.-50850000/246158056----time (s)-3157.89
--0.20677771358415342--i.e.-50900000/246158056----time (s)-3161.29
--0.20698083511026752--i.e.-50950000/246158056----time (s)-3164.76
--0.20718395663638162--i.e.-51000000/246158056----time (s)-3167.93
--0.2073870781624957--i.e.-51050000/246158056----time (s)-3171.8
--0.20759019968860984--i.e.-51100000/246158056----time (s)-3174.97
--0.20779332121472394--i.e.-51150000/246158056----time (s)-3178.67
--0.20799644274083803--i.e.-51200000/246158056----time (s)-3182.05
--0.20819956426695213--i.e.-51250000/246158056----time (s)-3185.67
--0.20840268579306623--i.e.-51300000/246158056----time (s)-3189.26
--0.20860580731918033--i.e.-51350000/246158056----time (s)-3192.48
--0.20880892884529442--i.e.-51400000/246158056----time (s)-3196.03
--0.20901205037140852--i.e.-51450000/246158056----time (s)-3199.54
--0.20921517189752262--i.e.-51500000/246158056----time (s)-3203.12
--0.20941829342363671--i.e.-51550000/246158056----time (s)-3206.35
--0.2096214149497508--i.e.-51600000/246158056----time (s)-3209.74
--0.2098245364758649--i.e.-51650000/246158056----time (s)-3213.3
--0.21002765800197903--i.e.-51700000/246158056----time (s)-3217.34
--0.21023077952809313--i.e.-51750000/246158056----time (s)-3220.98
--0.21043390105420723--i.e.-51800000/246158056----time (s)-3224.18
--0.21063702258032133--i.e.-51850000/246158056----time (s)-3227.39
--0.21084014410643542--i.e.-51900000/246158056----time (s)-3229.99
--0.21104326563254952--i.e.-51950000/246158056----time (s)-3233.29
--0.21124638715866362--i.e.-52000000/246158056----time (s)-3236.67
--0.21144950868477771--i.e.-52050000/246158056----time (s)-3239.91
--0.2116526302108918--i.e.-52100000/246158056----time (s)-3243.3
--0.2118557517370059--i.e.-52150000/246158056----time (s)-3246.87
--0.21205887326312--i.e.-52200000/246158056----time (s)-3250.31
--0.2122619947892341--i.e.-52250000/246158056----time (s)-3253.79
--0.21246511631534823--i.e.-52300000/246158056----time (s)-3257.21
--0.21266823784146233--i.e.-52350000/246158056----time (s)-3260.56
--0.21287135936757642--i.e.-52400000/246158056----time (s)-3264.01
--0.21307448089369052--i.e.-52450000/246158056----time (s)-3267.38
--0.21327760241980462--i.e.-52500000/246158056----time (s)-3270.6
--0.21348072394591872--i.e.-52550000/246158056----time (s)-3273.95
--0.2136838454720328--i.e.-52600000/246158056----time (s)-3277.16
--0.2138869669981469--i.e.-52650000/246158056----time (s)-3280.64
--0.214090088524261--i.e.-52700000/246158056----time (s)-3283.92
--0.2142932100503751--i.e.-52750000/246158056----time (s)-3287.37
--0.2144963315764892--i.e.-52800000/246158056----time (s)-3290.81
--0.2146994531026033--i.e.-52850000/246158056----time (s)-3293.99
--0.21490257462871742--i.e.-52900000/246158056----time (s)-3297.42
--0.21510569615483152--i.e.-52950000/246158056----time (s)-3300.7
--0.21530881768094562--i.e.-53000000/246158056----time (s)-3304.81
--0.21551193920705972--i.e.-53050000/246158056----time (s)-3308.2
--0.2157150607331738--i.e.-53100000/246158056----time (s)-3311.46
--0.2159181822592879--i.e.-53150000/246158056----time (s)-3314.83
--0.216121303785402--i.e.-53200000/246158056----time (s)-3318.2
--0.2163244253115161--i.e.-53250000/246158056----time (s)-3321.73
--0.2165275468376302--i.e.-53300000/246158056----time (s)-3325.08
--0.2167306683637443--i.e.-53350000/246158056----time (s)-3328.75
--0.2169337898898584--i.e.-53400000/246158056----time (s)-3331.96
--0.2171369114159725--i.e.-53450000/246158056----time (s)-3335.21
--0.21734003294208662--i.e.-53500000/246158056----time (s)-3338.64
--0.21754315446820072--i.e.-53550000/246158056----time (s)-3341.75
--0.21774627599431481--i.e.-53600000/246158056----time (s)-3344.95
--0.2179493975204289--i.e.-53650000/246158056----time (s)-3348.33
--0.218152519046543--i.e.-53700000/246158056----time (s)-3351.74
--0.2183556405726571--i.e.-53750000/246158056----time (s)-3355.05
--0.2185587620987712--i.e.-53800000/246158056----time (s)-3358.19
--0.2187618836248853--i.e.-53850000/246158056----time (s)-3361.72
--0.2189650051509994--i.e.-53900000/246158056----time (s)-3364.91
--0.2191681266771135--i.e.-53950000/246158056----time (s)-3368.6
--0.2193712482032276--i.e.-54000000/246158056----time (s)-3371.85
--0.21957436972934172--i.e.-54050000/246158056----time (s)-3375.1
--0.21977749125545581--i.e.-54100000/246158056----time (s)-3378.86
--0.2199806127815699--i.e.-54150000/246158056----time (s)-3382.44
--0.220183734307684--i.e.-54200000/246158056----time (s)-3385.82
--0.2203868558337981--i.e.-54250000/246158056----time (s)-3389.37
--0.2205899773599122--i.e.-54300000/246158056----time (s)-3393.56
--0.2207930988860263--i.e.-54350000/246158056----time (s)-3396.97
--0.2209962204121404--i.e.-54400000/246158056----time (s)-3400.36
--0.2211993419382545--i.e.-54450000/246158056----time (s)-3403.61
--0.2214024634643686--i.e.-54500000/246158056----time (s)-3407.03
--0.2216055849904827--i.e.-54550000/246158056----time (s)-3410.16
--0.2218087065165968--i.e.-54600000/246158056----time (s)-3413.81
--0.2220118280427109--i.e.-54650000/246158056----time (s)-3417.61
--0.222214949568825--i.e.-54700000/246158056----time (s)-3420.89
--0.2224180710949391--i.e.-54750000/246158056----time (s)-3424.18
--0.2226211926210532--i.e.-54800000/246158056----time (s)-3427.55
--0.2228243141471673--i.e.-54850000/246158056----time (s)-3431.21
--0.2230274356732814--i.e.-54900000/246158056----time (s)-3434.81
--0.2232305571993955--i.e.-54950000/246158056----time (s)-3438.14
--0.2234336787255096--i.e.-55000000/246158056----time (s)-3441.46
--0.2236368002516237--i.e.-55050000/246158056----time (s)-3444.72
--0.2238399217777378--i.e.-55100000/246158056----time (s)-3447.88
--0.22404304330385189--i.e.-55150000/246158056----time (s)-3451.59
--0.22424616482996598--i.e.-55200000/246158056----time (s)-3455.01
--0.2244492863560801--i.e.-55250000/246158056----time (s)-3458.46
--0.2246524078821942--i.e.-55300000/246158056----time (s)-3461.93
--0.2248555294083083--i.e.-55350000/246158056----time (s)-3465.05
--0.2250586509344224--i.e.-55400000/246158056----time (s)-3468.32
--0.2252617724605365--i.e.-55450000/246158056----time (s)-3471.84
--0.2254648939866506--i.e.-55500000/246158056----time (s)-3475.33
--0.2256680155127647--i.e.-55550000/246158056----time (s)-3478.9
--0.2258711370388788--i.e.-55600000/246158056----time (s)-3482.33
--0.22607425856499289--i.e.-55650000/246158056----time (s)-3485.77
--0.22627738009110698--i.e.-55700000/246158056----time (s)-3488.91
--0.22648050161722108--i.e.-55750000/246158056----time (s)-3492.04
--0.22668362314333518--i.e.-55800000/246158056----time (s)-3495.23
--0.2268867446694493--i.e.-55850000/246158056----time (s)-3498.6
--0.2270898661955634--i.e.-55900000/246158056----time (s)-3501.77
--0.2272929877216775--i.e.-55950000/246158056----time (s)-3505.13
--0.2274961092477916--i.e.-56000000/246158056----time (s)-3508.81
--0.2276992307739057--i.e.-56050000/246158056----time (s)-3512.31
--0.2279023523000198--i.e.-56100000/246158056----time (s)-3515.84
--0.2281054738261339--i.e.-56150000/246158056----time (s)-3519.02
--0.22830859535224798--i.e.-56200000/246158056----time (s)-3522.43
--0.22851171687836208--i.e.-56250000/246158056----time (s)-3525.53
--0.22871483840447618--i.e.-56300000/246158056----time (s)-3529.02
--0.22891795993059028--i.e.-56350000/246158056----time (s)-3532.35
--0.22912108145670437--i.e.-56400000/246158056----time (s)-3535.56
--0.2293242029828185--i.e.-56450000/246158056----time (s)-3538.68
--0.2295273245089326--i.e.-56500000/246158056----time (s)-3542.05
--0.2297304460350467--i.e.-56550000/246158056----time (s)-3545.45
--0.2299335675611608--i.e.-56600000/246158056----time (s)-3548.9
--0.2301366890872749--i.e.-56650000/246158056----time (s)-3551.94
--0.23033981061338898--i.e.-56700000/246158056----time (s)-3555.17
--0.23054293213950308--i.e.-56750000/246158056----time (s)-3558.38
--0.23074605366561718--i.e.-56800000/246158056----time (s)-3561.68
--0.23094917519173128--i.e.-56850000/246158056----time (s)-3564.84
--0.23115229671784537--i.e.-56900000/246158056----time (s)-3568.09
--0.23135541824395947--i.e.-56950000/246158056----time (s)-3571.86
--0.2315585397700736--i.e.-57000000/246158056----time (s)-3575.37
--0.2317616612961877--i.e.-57050000/246158056----time (s)-3578.71
--0.2319647828223018--i.e.-57100000/246158056----time (s)-3582.09
--0.2321679043484159--i.e.-57150000/246158056----time (s)-3585.63
--0.23237102587452999--i.e.-57200000/246158056----time (s)-3589.09
--0.23257414740064408--i.e.-57250000/246158056----time (s)-3592.75
--0.23277726892675818--i.e.-57300000/246158056----time (s)-3595.92
--0.23298039045287228--i.e.-57350000/246158056----time (s)-3599.54
--0.23318351197898637--i.e.-57400000/246158056----time (s)-3602.77
--0.23338663350510047--i.e.-57450000/246158056----time (s)-3606.07
--0.23358975503121457--i.e.-57500000/246158056----time (s)-3609.48
--0.23379287655732867--i.e.-57550000/246158056----time (s)-3612.83
--0.2339959980834428--i.e.-57600000/246158056----time (s)-3616.12
--0.2341991196095569--i.e.-57650000/246158056----time (s)-3619.59
--0.23440224113567099--i.e.-57700000/246158056----time (s)-3623.14
--0.23460536266178508--i.e.-57750000/246158056----time (s)-3626.52
--0.23480848418789918--i.e.-57800000/246158056----time (s)-3629.79
--0.23501160571401328--i.e.-57850000/246158056----time (s)-3633.26
--0.23521472724012737--i.e.-57900000/246158056----time (s)-3636.72
--0.23541784876624147--i.e.-57950000/246158056----time (s)-3640.03
--0.23562097029235557--i.e.-58000000/246158056----time (s)-3643.57
--0.23582409181846967--i.e.-58050000/246158056----time (s)-3646.93
--0.23602721334458376--i.e.-58100000/246158056----time (s)-3650.32
--0.23623033487069786--i.e.-58150000/246158056----time (s)-3653.76
--0.236433456396812--i.e.-58200000/246158056----time (s)-3657.12
--0.23663657792292608--i.e.-58250000/246158056----time (s)-3660.33
--0.23683969944904018--i.e.-58300000/246158056----time (s)-3663.58
--0.23704282097515428--i.e.-58350000/246158056----time (s)-3666.74
--0.23724594250126838--i.e.-58400000/246158056----time (s)-3669.94
--0.23744906402738247--i.e.-58450000/246158056----time (s)-3673.31
--0.23765218555349657--i.e.-58500000/246158056----time (s)-3677.17
--0.23785530707961067--i.e.-58550000/246158056----time (s)-3680.6
--0.23805842860572476--i.e.-58600000/246158056----time (s)-3684.14
--0.23826155013183886--i.e.-58650000/246158056----time (s)-3687.33
--0.23846467165795296--i.e.-58700000/246158056----time (s)-3690.81
--0.23866779318406706--i.e.-58750000/246158056----time (s)-3694.41
--0.23887091471018118--i.e.-58800000/246158056----time (s)-3697.76
--0.23907403623629528--i.e.-58850000/246158056----time (s)-3701.03
--0.23927715776240938--i.e.-58900000/246158056----time (s)-3704.13
--0.23948027928852347--i.e.-58950000/246158056----time (s)-3707.43
--0.23968340081463757--i.e.-59000000/246158056----time (s)-3710.66
--0.23988652234075167--i.e.-59050000/246158056----time (s)-3713.84
--0.24008964386686577--i.e.-59100000/246158056----time (s)-3717.1
--0.24029276539297986--i.e.-59150000/246158056----time (s)-3720.22
--0.24049588691909396--i.e.-59200000/246158056----time (s)-3723.71
--0.24069900844520806--i.e.-59250000/246158056----time (s)-3726.73
--0.24090212997132215--i.e.-59300000/246158056----time (s)-3730.05
--0.24110525149743625--i.e.-59350000/246158056----time (s)-3733.37
--0.24130837302355038--i.e.-59400000/246158056----time (s)-3736.71
--0.24151149454966447--i.e.-59450000/246158056----time (s)-3739.91
--0.24171461607577857--i.e.-59500000/246158056----time (s)-3743.39
--0.24191773760189267--i.e.-59550000/246158056----time (s)-3747.02
--0.24212085912800677--i.e.-59600000/246158056----time (s)-3750.65
--0.24232398065412086--i.e.-59650000/246158056----time (s)-3753.94
--0.24252710218023496--i.e.-59700000/246158056----time (s)-3757.42
--0.24273022370634906--i.e.-59750000/246158056----time (s)-3760.6
--0.24293334523246315--i.e.-59800000/246158056----time (s)-3763.93
--0.24313646675857725--i.e.-59850000/246158056----time (s)-3767.36
--0.24333958828469135--i.e.-59900000/246158056----time (s)-3770.94
--0.24354270981080547--i.e.-59950000/246158056----time (s)-3774.27
--0.24374583133691957--i.e.-60000000/246158056----time (s)-3777.59
--0.24394895286303367--i.e.-60050000/246158056----time (s)-3780.86
--0.24415207438914777--i.e.-60100000/246158056----time (s)-3784.16
--0.24435519591526186--i.e.-60150000/246158056----time (s)-3787.56
--0.24455831744137596--i.e.-60200000/246158056----time (s)-3790.71
--0.24476143896749006--i.e.-60250000/246158056----time (s)-3794.1
--0.24496456049360416--i.e.-60300000/246158056----time (s)-3797.46
--0.24516768201971825--i.e.-60350000/246158056----time (s)-3800.91
--0.24537080354583235--i.e.-60400000/246158056----time (s)-3804.41
--0.24557392507194645--i.e.-60450000/246158056----time (s)-3807.82
--0.24577704659806054--i.e.-60500000/246158056----time (s)-3811.29
--0.24598016812417467--i.e.-60550000/246158056----time (s)-3814.74
--0.24618328965028877--i.e.-60600000/246158056----time (s)-3818.16
--0.24638641117640286--i.e.-60650000/246158056----time (s)-3822.41
--0.24658953270251696--i.e.-60700000/246158056----time (s)-3825.69
--0.24679265422863106--i.e.-60750000/246158056----time (s)-3828.91
--0.24699577575474516--i.e.-60800000/246158056----time (s)-3832.22
--0.24719889728085925--i.e.-60850000/246158056----time (s)-3835.39
--0.24740201880697335--i.e.-60900000/246158056----time (s)-3838.66
--0.24760514033308745--i.e.-60950000/246158056----time (s)-3841.98
--0.24780826185920155--i.e.-61000000/246158056----time (s)-3845.15
--0.24801138338531564--i.e.-61050000/246158056----time (s)-3848.27
--0.24821450491142974--i.e.-61100000/246158056----time (s)-3851.44
--0.24841762643754386--i.e.-61150000/246158056----time (s)-3854.96
--0.24862074796365796--i.e.-61200000/246158056----time (s)-3858.42
--0.24882386948977206--i.e.-61250000/246158056----time (s)-3861.62
--0.24902699101588616--i.e.-61300000/246158056----time (s)-3864.75
--0.24923011254200025--i.e.-61350000/246158056----time (s)-3868.27
--0.24943323406811435--i.e.-61400000/246158056----time (s)-3871.51
--0.24963635559422845--i.e.-61450000/246158056----time (s)-3874.76
--0.24983947712034255--i.e.-61500000/246158056----time (s)-3878.17
--0.25004259864645667--i.e.-61550000/246158056----time (s)-3881.38
--0.25024572017257074--i.e.-61600000/246158056----time (s)-3884.45
--0.25044884169868487--i.e.-61650000/246158056----time (s)-3887.83
--0.25065196322479893--i.e.-61700000/246158056----time (s)-3891.31
--0.25085508475091306--i.e.-61750000/246158056----time (s)-3894.43
--0.25105820627702713--i.e.-61800000/246158056----time (s)-3897.74
--0.25126132780314125--i.e.-61850000/246158056----time (s)-3901.37
--0.2514644493292553--i.e.-61900000/246158056----time (s)-3904.73
--0.25166757085536945--i.e.-61950000/246158056----time (s)-3907.92
--0.2518706923814835--i.e.-62000000/246158056----time (s)-3911.21
--0.25207381390759764--i.e.-62050000/246158056----time (s)-3914.52
--0.25227693543371177--i.e.-62100000/246158056----time (s)-3917.75
--0.25248005695982584--i.e.-62150000/246158056----time (s)-3920.83
--0.25268317848593996--i.e.-62200000/246158056----time (s)-3924.09
--0.25288630001205403--i.e.-62250000/246158056----time (s)-3927.35
--0.25308942153816816--i.e.-62300000/246158056----time (s)-3930.69
--0.2532925430642822--i.e.-62350000/246158056----time (s)-3933.93
--0.25349566459039635--i.e.-62400000/246158056----time (s)-3937.17
--0.2536987861165104--i.e.-62450000/246158056----time (s)-3940.41
--0.25390190764262455--i.e.-62500000/246158056----time (s)-3943.69
--0.2541050291687386--i.e.-62550000/246158056----time (s)-3946.81
--0.25430815069485274--i.e.-62600000/246158056----time (s)-3950.35
--0.25451127222096687--i.e.-62650000/246158056----time (s)-3953.9
--0.25471439374708094--i.e.-62700000/246158056----time (s)-3957.44
--0.25491751527319506--i.e.-62750000/246158056----time (s)-3960.84
--0.25512063679930913--i.e.-62800000/246158056----time (s)-3964.15
--0.25532375832542326--i.e.-62850000/246158056----time (s)-3967.42
--0.2555268798515373--i.e.-62900000/246158056----time (s)-3970.86
--0.25573000137765145--i.e.-62950000/246158056----time (s)-3974.25
--0.2559331229037655--i.e.-63000000/246158056----time (s)-3977.61
--0.25613624442987964--i.e.-63050000/246158056----time (s)-3980.89
--0.2563393659559937--i.e.-63100000/246158056----time (s)-3984.11
--0.25654248748210784--i.e.-63150000/246158056----time (s)-3987.63
--0.25674560900822196--i.e.-63200000/246158056----time (s)-3991.03
--0.25694873053433603--i.e.-63250000/246158056----time (s)-3994.12
--0.25715185206045016--i.e.-63300000/246158056----time (s)-3997.67
--0.25735497358656423--i.e.-63350000/246158056----time (s)-4001.05
--0.25755809511267835--i.e.-63400000/246158056----time (s)-4004.34
--0.2577612166387924--i.e.-63450000/246158056----time (s)-4007.97
--0.25796433816490655--i.e.-63500000/246158056----time (s)-4011.15
--0.2581674596910206--i.e.-63550000/246158056----time (s)-4014.42
--0.25837058121713474--i.e.-63600000/246158056----time (s)-4017.93
--0.2585737027432488--i.e.-63650000/246158056----time (s)-4021.65
--0.25877682426936294--i.e.-63700000/246158056----time (s)-4025.16
--0.258979945795477--i.e.-63750000/246158056----time (s)-4028.28
--0.25918306732159113--i.e.-63800000/246158056----time (s)-4031.45
