--0.0--i.e.-0/246158056----time (s)-0.0
--0.08754537775517694--i.e.-21550000/246158056----time (s)-1276.71
--0.08774849928129104--i.e.-21600000/246158056----time (s)-1279.82
--0.08795162080740514--i.e.-21650000/246158056----time (s)-1283.14
--0.08815474233351923--i.e.-21700000/246158056----time (s)-1285.94
--0.08835786385963335--i.e.-21750000/246158056----time (s)-1288.91
--0.08856098538574744--i.e.-21800000/246158056----time (s)-1291.91
--0.08876410691186154--i.e.-21850000/246158056----time (s)-1295.43
--0.08896722843797564--i.e.-21900000/246158056----time (s)-1298.34
--0.08917034996408973--i.e.-21950000/246158056----time (s)-1301.28
--0.08937347149020383--i.e.-22000000/246158056----time (s)-1304.51
--0.08957659301631794--i.e.-22050000/246158056----time (s)-1307.61
--0.08977971454243204--i.e.-22100000/246158056----time (s)-1310.62
--0.08998283606854614--i.e.-22150000/246158056----time (s)-1313.8
--0.09018595759466023--i.e.-22200000/246158056----time (s)-1316.85
--0.09038907912077433--i.e.-22250000/246158056----time (s)-1319.65
--0.09059220064688844--i.e.-22300000/246158056----time (s)-1322.62
--0.09079532217300254--i.e.-22350000/246158056----time (s)-1325.72
--0.09099844369911664--i.e.-22400000/246158056----time (s)-1328.71
--0.09120156522523074--i.e.-22450000/246158056----time (s)-1332.06
--0.09140468675134483--i.e.-22500000/246158056----time (s)-1335.13
--0.09160780827745893--i.e.-22550000/246158056----time (s)-1338.31
--0.09181092980357304--i.e.-22600000/246158056----time (s)-1341.55
--0.09201405132968714--i.e.-22650000/246158056----time (s)-1344.39
--0.09221717285580124--i.e.-22700000/246158056----time (s)-1347.33
--0.09242029438191533--i.e.-22750000/246158056----time (s)-1350.37
--0.09262341590802943--i.e.-22800000/246158056----time (s)-1353.26
--0.09282653743414353--i.e.-22850000/246158056----time (s)-1356.16
--0.09302965896025764--i.e.-22900000/246158056----time (s)-1359.24
--0.09323278048637174--i.e.-22950000/246158056----time (s)-1362.92
--0.09343590201248583--i.e.-23000000/246158056----time (s)-1365.93
--0.09363902353859993--i.e.-23050000/246158056----time (s)-1369.16
--0.09384214506471403--i.e.-23100000/246158056----time (s)-1372.31
--0.09404526659082812--i.e.-23150000/246158056----time (s)-1375.43
--0.09424838811694224--i.e.-23200000/246158056----time (s)-1378.62
--0.09445150964305633--i.e.-23250000/246158056----time (s)-1381.49
--0.09465463116917043--i.e.-23300000/246158056----time (s)-1384.52
--0.09485775269528453--i.e.-23350000/246158056----time (s)-1387.48
--0.09506087422139863--i.e.-23400000/246158056----time (s)-1390.42
--0.09526399574751272--i.e.-23450000/246158056----time (s)-1393.3
--0.09546711727362683--i.e.-23500000/246158056----time (s)-1396.29
--0.09567023879974093--i.e.-23550000/246158056----time (s)-1399.26
--0.09587336032585503--i.e.-23600000/246158056----time (s)-1402.15
--0.09607648185196913--i.e.-23650000/246158056----time (s)-1405.06
--0.09627960337808322--i.e.-23700000/246158056----time (s)-1408.16
--0.09648272490419732--i.e.-23750000/246158056----time (s)-1411.21
--0.09668584643031143--i.e.-23800000/246158056----time (s)-1414.09
--0.09688896795642553--i.e.-23850000/246158056----time (s)-1417.41
--0.09709208948253963--i.e.-23900000/246158056----time (s)-1420.45
--0.09729521100865372--i.e.-23950000/246158056----time (s)-1423.34
--0.09749833253476782--i.e.-24000000/246158056----time (s)-1426.46
--0.09770145406088192--i.e.-24050000/246158056----time (s)-1429.29
--0.09790457558699603--i.e.-24100000/246158056----time (s)-1432.33
--0.09810769711311013--i.e.-24150000/246158056----time (s)-1435.26
--0.09831081863922422--i.e.-24200000/246158056----time (s)-1438.38
--0.09851394016533832--i.e.-24250000/246158056----time (s)-1441.61
--0.09871706169145242--i.e.-24300000/246158056----time (s)-1444.68
--0.09892018321756652--i.e.-24350000/246158056----time (s)-1448.1
--0.09912330474368063--i.e.-24400000/246158056----time (s)-1451.12
--0.09932642626979472--i.e.-24450000/246158056----time (s)-1453.96
--0.09952954779590882--i.e.-24500000/246158056----time (s)-1456.97
--0.09973266932202292--i.e.-24550000/246158056----time (s)-1459.75
--0.09993579084813702--i.e.-24600000/246158056----time (s)-1462.93
--0.10013891237425111--i.e.-24650000/246158056----time (s)-1465.93
--0.10034203390036522--i.e.-24700000/246158056----time (s)-1468.71
--0.10054515542647932--i.e.-24750000/246158056----time (s)-1471.92
--0.10074827695259342--i.e.-24800000/246158056----time (s)-1474.79
--0.10095139847870752--i.e.-24850000/246158056----time (s)-1477.86
--0.10115452000482161--i.e.-24900000/246158056----time (s)-1480.95
--0.10135764153093571--i.e.-24950000/246158056----time (s)-1484.48
--0.10156076305704982--i.e.-25000000/246158056----time (s)-1487.34
--0.10176388458316392--i.e.-25050000/246158056----time (s)-1490.24
--0.10196700610927802--i.e.-25100000/246158056----time (s)-1493.63
--0.10217012763539211--i.e.-25150000/246158056----time (s)-1496.77
--0.10237324916150621--i.e.-25200000/246158056----time (s)-1499.84
--0.10257637068762032--i.e.-25250000/246158056----time (s)-1502.9
--0.10277949221373442--i.e.-25300000/246158056----time (s)-1506.05
--0.10298261373984852--i.e.-25350000/246158056----time (s)-1508.9
--0.10318573526596261--i.e.-25400000/246158056----time (s)-1511.69
--0.10338885679207671--i.e.-25450000/246158056----time (s)-1515.05
--0.10359197831819081--i.e.-25500000/246158056----time (s)-1518.37
--0.10379509984430492--i.e.-25550000/246158056----time (s)-1521.36
--0.10399822137041902--i.e.-25600000/246158056----time (s)-1524.49
--0.10420134289653311--i.e.-25650000/246158056----time (s)-1527.66
--0.10440446442264721--i.e.-25700000/246158056----time (s)-1530.8
--0.10460758594876131--i.e.-25750000/246158056----time (s)-1533.86
--0.1048107074748754--i.e.-25800000/246158056----time (s)-1536.86
--0.10501382900098952--i.e.-25850000/246158056----time (s)-1540.16
--0.10521695052710361--i.e.-25900000/246158056----time (s)-1543.31
--0.10542007205321771--i.e.-25950000/246158056----time (s)-1546.06
--0.10562319357933181--i.e.-26000000/246158056----time (s)-1549.11
--0.1058263151054459--i.e.-26050000/246158056----time (s)-1552.04
--0.10602943663156--i.e.-26100000/246158056----time (s)-1554.93
--0.10623255815767411--i.e.-26150000/246158056----time (s)-1557.84
--0.10643567968378821--i.e.-26200000/246158056----time (s)-1560.81
--0.10663880120990231--i.e.-26250000/246158056----time (s)-1563.65
--0.1068419227360164--i.e.-26300000/246158056----time (s)-1566.91
--0.1070450442621305--i.e.-26350000/246158056----time (s)-1570.1
--0.1072481657882446--i.e.-26400000/246158056----time (s)-1573.27
--0.10745128731435871--i.e.-26450000/246158056----time (s)-1576.55
--0.10765440884047281--i.e.-26500000/246158056----time (s)-1579.61
--0.1078575303665869--i.e.-26550000/246158056----time (s)-1582.78
--0.108060651892701--i.e.-26600000/246158056----time (s)-1585.75
--0.1082637734188151--i.e.-26650000/246158056----time (s)-1588.94
--0.1084668949449292--i.e.-26700000/246158056----time (s)-1592.0
--0.10867001647104331--i.e.-26750000/246158056----time (s)-1595.02
--0.10887313799715741--i.e.-26800000/246158056----time (s)-1598.44
--0.1090762595232715--i.e.-26850000/246158056----time (s)-1601.55
--0.1092793810493856--i.e.-26900000/246158056----time (s)-1604.89
--0.1094825025754997--i.e.-26950000/246158056----time (s)-1607.92
--0.1096856241016138--i.e.-27000000/246158056----time (s)-1610.98
--0.10988874562772791--i.e.-27050000/246158056----time (s)-1614.01
--0.110091867153842--i.e.-27100000/246158056----time (s)-1617.06
--0.1102949886799561--i.e.-27150000/246158056----time (s)-1620.02
--0.1104981102060702--i.e.-27200000/246158056----time (s)-1623.47
--0.1107012317321843--i.e.-27250000/246158056----time (s)-1626.37
--0.1109043532582984--i.e.-27300000/246158056----time (s)-1629.81
--0.1111074747844125--i.e.-27350000/246158056----time (s)-1632.91
--0.1113105963105266--i.e.-27400000/246158056----time (s)-1636.49
--0.1115137178366407--i.e.-27450000/246158056----time (s)-1639.69
--0.1117168393627548--i.e.-27500000/246158056----time (s)-1642.74
--0.1119199608888689--i.e.-27550000/246158056----time (s)-1645.76
--0.11212308241498299--i.e.-27600000/246158056----time (s)-1648.92
--0.1123262039410971--i.e.-27650000/246158056----time (s)-1652.06
--0.1125293254672112--i.e.-27700000/246158056----time (s)-1655.31
--0.1127324469933253--i.e.-27750000/246158056----time (s)-1658.59
--0.1129355685194394--i.e.-27800000/246158056----time (s)-1661.66
--0.11313869004555349--i.e.-27850000/246158056----time (s)-1664.93
--0.11334181157166759--i.e.-27900000/246158056----time (s)-1667.99
--0.1135449330977817--i.e.-27950000/246158056----time (s)-1671.05
--0.1137480546238958--i.e.-28000000/246158056----time (s)-1674.11
--0.1139511761500099--i.e.-28050000/246158056----time (s)-1677.24
--0.11415429767612399--i.e.-28100000/246158056----time (s)-1680.24
--0.11435741920223809--i.e.-28150000/246158056----time (s)-1683.23
--0.11456054072835219--i.e.-28200000/246158056----time (s)-1686.6
--0.1147636622544663--i.e.-28250000/246158056----time (s)-1689.61
--0.1149667837805804--i.e.-28300000/246158056----time (s)-1692.58
--0.11516990530669449--i.e.-28350000/246158056----time (s)-1695.79
--0.11537302683280859--i.e.-28400000/246158056----time (s)-1698.88
--0.11557614835892269--i.e.-28450000/246158056----time (s)-1702.07
--0.1157792698850368--i.e.-28500000/246158056----time (s)-1705.49
--0.1159823914111509--i.e.-28550000/246158056----time (s)-1708.65
--0.11618551293726499--i.e.-28600000/246158056----time (s)-1711.95
--0.11638863446337909--i.e.-28650000/246158056----time (s)-1714.91
--0.11659175598949319--i.e.-28700000/246158056----time (s)-1718.06
--0.11679487751560728--i.e.-28750000/246158056----time (s)-1721.0
--0.1169979990417214--i.e.-28800000/246158056----time (s)-1724.02
--0.11720112056783549--i.e.-28850000/246158056----time (s)-1727.17
--0.11740424209394959--i.e.-28900000/246158056----time (s)-1730.16
--0.11760736362006369--i.e.-28950000/246158056----time (s)-1733.03
--0.11781048514617778--i.e.-29000000/246158056----time (s)-1736.17
--0.11801360667229188--i.e.-29050000/246158056----time (s)-1739.41
--0.118216728198406--i.e.-29100000/246158056----time (s)-1742.73
--0.11841984972452009--i.e.-29150000/246158056----time (s)-1746.31
--0.11862297125063419--i.e.-29200000/246158056----time (s)-1749.56
--0.11882609277674828--i.e.-29250000/246158056----time (s)-1752.45
--0.11902921430286238--i.e.-29300000/246158056----time (s)-1755.57
--0.11923233582897648--i.e.-29350000/246158056----time (s)-1758.71
--0.11943545735509059--i.e.-29400000/246158056----time (s)-1761.89
--0.11963857888120469--i.e.-29450000/246158056----time (s)-1764.99
--0.11984170040731879--i.e.-29500000/246158056----time (s)-1767.98
--0.12004482193343288--i.e.-29550000/246158056----time (s)-1770.9
--0.12024794345954698--i.e.-29600000/246158056----time (s)-1773.93
--0.12045106498566108--i.e.-29650000/246158056----time (s)-1776.94
--0.12065418651177519--i.e.-29700000/246158056----time (s)-1779.93
--0.12085730803788929--i.e.-29750000/246158056----time (s)-1782.89
--0.12106042956400338--i.e.-29800000/246158056----time (s)-1786.16
--0.12126355109011748--i.e.-29850000/246158056----time (s)-1789.27
--0.12146667261623158--i.e.-29900000/246158056----time (s)-1792.12
--0.12166979414234567--i.e.-29950000/246158056----time (s)-1795.18
--0.12187291566845979--i.e.-30000000/246158056----time (s)-1798.39
--0.12207603719457388--i.e.-30050000/246158056----time (s)-1801.43
--0.12227915872068798--i.e.-30100000/246158056----time (s)-1804.41
--0.12248228024680208--i.e.-30150000/246158056----time (s)-1807.37
--0.12268540177291617--i.e.-30200000/246158056----time (s)-1810.35
--0.12288852329903027--i.e.-30250000/246158056----time (s)-1813.26
--0.12309164482514438--i.e.-30300000/246158056----time (s)-1816.52
--0.12329476635125848--i.e.-30350000/246158056----time (s)-1819.6
--0.12349788787737258--i.e.-30400000/246158056----time (s)-1822.4
--0.12370100940348668--i.e.-30450000/246158056----time (s)-1825.33
--0.12390413092960077--i.e.-30500000/246158056----time (s)-1828.33
--0.12410725245571487--i.e.-30550000/246158056----time (s)-1831.53
--0.12431037398182898--i.e.-30600000/246158056----time (s)-1834.6
--0.12451349550794308--i.e.-30650000/246158056----time (s)-1837.45
--0.12471661703405718--i.e.-30700000/246158056----time (s)-1840.56
--0.12491973856017127--i.e.-30750000/246158056----time (s)-1843.64
--0.12512286008628537--i.e.-30800000/246158056----time (s)-1846.61
--0.12532598161239947--i.e.-30850000/246158056----time (s)-1850.02
--0.12552910313851356--i.e.-30900000/246158056----time (s)-1853.32
--0.12573222466462766--i.e.-30950000/246158056----time (s)-1856.34
--0.12593534619074176--i.e.-31000000/246158056----time (s)-1859.47
--0.12613846771685588--i.e.-31050000/246158056----time (s)-1862.42
--0.12634158924296998--i.e.-31100000/246158056----time (s)-1865.65
--0.12654471076908408--i.e.-31150000/246158056----time (s)-1868.74
--0.12674783229519818--i.e.-31200000/246158056----time (s)-1872.21
--0.12695095382131227--i.e.-31250000/246158056----time (s)-1876.19
--0.12715407534742637--i.e.-31300000/246158056----time (s)-1879.17
--0.12735719687354047--i.e.-31350000/246158056----time (s)-1882.19
--0.12756031839965457--i.e.-31400000/246158056----time (s)-1885.13
--0.12776343992576866--i.e.-31450000/246158056----time (s)-1888.42
--0.12796656145188276--i.e.-31500000/246158056----time (s)-1891.68
--0.12816968297799686--i.e.-31550000/246158056----time (s)-1894.71
--0.12837280450411098--i.e.-31600000/246158056----time (s)-1897.82
--0.12857592603022508--i.e.-31650000/246158056----time (s)-1900.73
--0.12877904755633918--i.e.-31700000/246158056----time (s)-1903.8
--0.12898216908245327--i.e.-31750000/246158056----time (s)-1906.87
--0.12918529060856737--i.e.-31800000/246158056----time (s)-1909.9
--0.12938841213468147--i.e.-31850000/246158056----time (s)-1913.24
--0.12959153366079557--i.e.-31900000/246158056----time (s)-1916.32
--0.12979465518690966--i.e.-31950000/246158056----time (s)-1919.49
--0.12999777671302376--i.e.-32000000/246158056----time (s)-1922.46
--0.13020089823913786--i.e.-32050000/246158056----time (s)-1925.41
--0.13040401976525196--i.e.-32100000/246158056----time (s)-1928.43
--0.13060714129136605--i.e.-32150000/246158056----time (s)-1931.51
--0.13081026281748018--i.e.-32200000/246158056----time (s)-1934.58
--0.13101338434359427--i.e.-32250000/246158056----time (s)-1937.6
--0.13121650586970837--i.e.-32300000/246158056----time (s)-1940.74
--0.13141962739582247--i.e.-32350000/246158056----time (s)-1943.8
--0.13162274892193657--i.e.-32400000/246158056----time (s)-1947.08
--0.13182587044805066--i.e.-32450000/246158056----time (s)-1950.19
--0.13202899197416476--i.e.-32500000/246158056----time (s)-1953.13
--0.13223211350027886--i.e.-32550000/246158056----time (s)-1956.78
--0.13243523502639296--i.e.-32600000/246158056----time (s)-1959.57
--0.13263835655250705--i.e.-32650000/246158056----time (s)-1963.07
--0.13284147807862115--i.e.-32700000/246158056----time (s)-1966.17
--0.13304459960473525--i.e.-32750000/246158056----time (s)-1969.27
--0.13324772113084937--i.e.-32800000/246158056----time (s)-1972.48
--0.13345084265696347--i.e.-32850000/246158056----time (s)-1975.65
--0.13365396418307757--i.e.-32900000/246158056----time (s)-1979.0
--0.13385708570919166--i.e.-32950000/246158056----time (s)-1981.9
--0.13406020723530576--i.e.-33000000/246158056----time (s)-1985.1
--0.13426332876141986--i.e.-33050000/246158056----time (s)-1988.33
--0.13446645028753396--i.e.-33100000/246158056----time (s)-1991.46
--0.13466957181364805--i.e.-33150000/246158056----time (s)-1995.0
--0.13487269333976215--i.e.-33200000/246158056----time (s)-1998.74
--0.13507581486587625--i.e.-33250000/246158056----time (s)-2001.98
--0.13527893639199035--i.e.-33300000/246158056----time (s)-2004.97
--0.13548205791810444--i.e.-33350000/246158056----time (s)-2008.07
--0.13568517944421857--i.e.-33400000/246158056----time (s)-2011.52
--0.13588830097033266--i.e.-33450000/246158056----time (s)-2014.67
--0.13609142249644676--i.e.-33500000/246158056----time (s)-2017.98
--0.13629454402256086--i.e.-33550000/246158056----time (s)-2021.05
--0.13649766554867496--i.e.-33600000/246158056----time (s)-2024.08
--0.13670078707478905--i.e.-33650000/246158056----time (s)-2027.16
--0.13690390860090315--i.e.-33700000/246158056----time (s)-2030.58
--0.13710703012701725--i.e.-33750000/246158056----time (s)-2033.79
--0.13731015165313135--i.e.-33800000/246158056----time (s)-2036.74
--0.13751327317924544--i.e.-33850000/246158056----time (s)-2039.82
--0.13771639470535954--i.e.-33900000/246158056----time (s)-2042.85
--0.13791951623147364--i.e.-33950000/246158056----time (s)-2046.03
--0.13812263775758776--i.e.-34000000/246158056----time (s)-2049.25
--0.13832575928370186--i.e.-34050000/246158056----time (s)-2052.42
--0.13852888080981596--i.e.-34100000/246158056----time (s)-2055.54
--0.13873200233593005--i.e.-34150000/246158056----time (s)-2058.76
--0.13893512386204415--i.e.-34200000/246158056----time (s)-2062.03
--0.13913824538815825--i.e.-34250000/246158056----time (s)-2065.19
--0.13934136691427235--i.e.-34300000/246158056----time (s)-2068.25
--0.13954448844038644--i.e.-34350000/246158056----time (s)-2071.25
--0.13974760996650054--i.e.-34400000/246158056----time (s)-2074.61
--0.13995073149261464--i.e.-34450000/246158056----time (s)-2077.72
--0.14015385301872874--i.e.-34500000/246158056----time (s)-2080.82
--0.14035697454484283--i.e.-34550000/246158056----time (s)-2084.37
--0.14056009607095696--i.e.-34600000/246158056----time (s)-2087.68
--0.14076321759707106--i.e.-34650000/246158056----time (s)-2090.71
--0.14096633912318515--i.e.-34700000/246158056----time (s)-2094.6
--0.14116946064929925--i.e.-34750000/246158056----time (s)-2097.86
--0.14137258217541335--i.e.-34800000/246158056----time (s)-2100.95
--0.14157570370152744--i.e.-34850000/246158056----time (s)-2104.01
--0.14177882522764154--i.e.-34900000/246158056----time (s)-2107.21
--0.14198194675375564--i.e.-34950000/246158056----time (s)-2110.3
--0.14218506827986974--i.e.-35000000/246158056----time (s)-2113.14
--0.14238818980598383--i.e.-35050000/246158056----time (s)-2116.42
--0.14259131133209793--i.e.-35100000/246158056----time (s)-2119.56
--0.14279443285821206--i.e.-35150000/246158056----time (s)-2122.67
--0.14299755438432615--i.e.-35200000/246158056----time (s)-2125.81
--0.14320067591044025--i.e.-35250000/246158056----time (s)-2128.81
--0.14340379743655435--i.e.-35300000/246158056----time (s)-2131.87
--0.14360691896266845--i.e.-35350000/246158056----time (s)-2134.87
--0.14381004048878254--i.e.-35400000/246158056----time (s)-2138.21
--0.14401316201489664--i.e.-35450000/246158056----time (s)-2141.19
--0.14421628354101074--i.e.-35500000/246158056----time (s)-2144.18
--0.14441940506712483--i.e.-35550000/246158056----time (s)-2147.14
--0.14462252659323893--i.e.-35600000/246158056----time (s)-2149.96
--0.14482564811935303--i.e.-35650000/246158056----time (s)-2153.01
--0.14502876964546713--i.e.-35700000/246158056----time (s)-2156.08
--0.14523189117158125--i.e.-35750000/246158056----time (s)-2159.28
--0.14543501269769535--i.e.-35800000/246158056----time (s)-2162.41
--0.14563813422380945--i.e.-35850000/246158056----time (s)-2165.46
--0.14584125574992354--i.e.-35900000/246158056----time (s)-2168.61
--0.14604437727603764--i.e.-35950000/246158056----time (s)-2171.79
--0.14624749880215174--i.e.-36000000/246158056----time (s)-2175.22
--0.14645062032826583--i.e.-36050000/246158056----time (s)-2178.33
--0.14665374185437993--i.e.-36100000/246158056----time (s)-2181.35
--0.14685686338049403--i.e.-36150000/246158056----time (s)-2184.53
--0.14705998490660813--i.e.-36200000/246158056----time (s)-2187.49
--0.14726310643272222--i.e.-36250000/246158056----time (s)-2190.42
--0.14746622795883632--i.e.-36300000/246158056----time (s)-2193.73
--0.14766934948495045--i.e.-36350000/246158056----time (s)-2196.97
--0.14787247101106454--i.e.-36400000/246158056----time (s)-2200.12
--0.14807559253717864--i.e.-36450000/246158056----time (s)-2203.27
--0.14827871406329274--i.e.-36500000/246158056----time (s)-2206.35
--0.14848183558940684--i.e.-36550000/246158056----time (s)-2209.54
--0.14868495711552093--i.e.-36600000/246158056----time (s)-2212.84
--0.14888807864163503--i.e.-36650000/246158056----time (s)-2216.12
--0.14909120016774913--i.e.-36700000/246158056----time (s)-2219.42
--0.14929432169386322--i.e.-36750000/246158056----time (s)-2222.57
--0.14949744321997732--i.e.-36800000/246158056----time (s)-2225.91
--0.14970056474609142--i.e.-36850000/246158056----time (s)-2228.75
--0.14990368627220552--i.e.-36900000/246158056----time (s)-2231.79
--0.15010680779831964--i.e.-36950000/246158056----time (s)-2235.22
--0.15030992932443374--i.e.-37000000/246158056----time (s)-2238.43
--0.15051305085054784--i.e.-37050000/246158056----time (s)-2241.61
--0.15071617237666193--i.e.-37100000/246158056----time (s)-2244.87
--0.15091929390277603--i.e.-37150000/246158056----time (s)-2248.3
--0.15112241542889013--i.e.-37200000/246158056----time (s)-2251.9
--0.15132553695500423--i.e.-37250000/246158056----time (s)-2255.18
--0.15152865848111832--i.e.-37300000/246158056----time (s)-2258.77
--0.15173178000723242--i.e.-37350000/246158056----time (s)-2262.6
--0.15193490153334652--i.e.-37400000/246158056----time (s)-2265.63
--0.15213802305946061--i.e.-37450000/246158056----time (s)-2268.77
--0.1523411445855747--i.e.-37500000/246158056----time (s)-2271.73
--0.15254426611168884--i.e.-37550000/246158056----time (s)-2275.05
--0.15274738763780293--i.e.-37600000/246158056----time (s)-2278.19
--0.15295050916391703--i.e.-37650000/246158056----time (s)-2281.41
--0.15315363069003113--i.e.-37700000/246158056----time (s)-2284.35
--0.15335675221614523--i.e.-37750000/246158056----time (s)-2287.36
--0.15355987374225932--i.e.-37800000/246158056----time (s)-2290.68
--0.15376299526837342--i.e.-37850000/246158056----time (s)-2293.96
--0.15396611679448752--i.e.-37900000/246158056----time (s)-2297.08
--0.15416923832060161--i.e.-37950000/246158056----time (s)-2300.12
--0.1543723598467157--i.e.-38000000/246158056----time (s)-2303.13
--0.1545754813728298--i.e.-38050000/246158056----time (s)-2306.25
--0.15477860289894393--i.e.-38100000/246158056----time (s)-2309.53
--0.15498172442505803--i.e.-38150000/246158056----time (s)-2313.15
--0.15518484595117213--i.e.-38200000/246158056----time (s)-2316.42
--0.15538796747728623--i.e.-38250000/246158056----time (s)-2319.47
--0.15559108900340032--i.e.-38300000/246158056----time (s)-2322.65
--0.15579421052951442--i.e.-38350000/246158056----time (s)-2326.11
--0.15599733205562852--i.e.-38400000/246158056----time (s)-2329.26
--0.15620045358174262--i.e.-38450000/246158056----time (s)-2332.31
--0.1564035751078567--i.e.-38500000/246158056----time (s)-2335.3
--0.1566066966339708--i.e.-38550000/246158056----time (s)-2338.59
--0.1568098181600849--i.e.-38600000/246158056----time (s)-2341.67
--0.157012939686199--i.e.-38650000/246158056----time (s)-2344.78
--0.15721606121231313--i.e.-38700000/246158056----time (s)-2348.47
--0.15741918273842723--i.e.-38750000/246158056----time (s)-2351.65
--0.15762230426454132--i.e.-38800000/246158056----time (s)-2354.87
--0.15782542579065542--i.e.-38850000/246158056----time (s)-2359.17
--0.15802854731676952--i.e.-38900000/246158056----time (s)-2362.37
--0.15823166884288362--i.e.-38950000/246158056----time (s)-2365.55
--0.1584347903689977--i.e.-39000000/246158056----time (s)-2368.56
--0.1586379118951118--i.e.-39050000/246158056----time (s)-2372.08
--0.1588410334212259--i.e.-39100000/246158056----time (s)-2375.53
--0.15904415494734--i.e.-39150000/246158056----time (s)-2378.73
--0.1592472764734541--i.e.-39200000/246158056----time (s)-2381.92
--0.1594503979995682--i.e.-39250000/246158056----time (s)-2385.01
--0.15965351952568232--i.e.-39300000/246158056----time (s)-2388.23
--0.15985664105179642--i.e.-39350000/246158056----time (s)-2391.21
--0.16005976257791052--i.e.-39400000/246158056----time (s)-2394.58
--0.16026288410402462--i.e.-39450000/246158056----time (s)-2397.51
--0.1604660056301387--i.e.-39500000/246158056----time (s)-2400.65
--0.1606691271562528--i.e.-39550000/246158056----time (s)-2403.85
--0.1608722486823669--i.e.-39600000/246158056----time (s)-2406.91
--0.161075370208481--i.e.-39650000/246158056----time (s)-2409.77
--0.1612784917345951--i.e.-39700000/246158056----time (s)-2413.12
--0.1614816132607092--i.e.-39750000/246158056----time (s)-2416.28
--0.1616847347868233--i.e.-39800000/246158056----time (s)-2419.3
--0.1618878563129374--i.e.-39850000/246158056----time (s)-2422.3
--0.16209097783905152--i.e.-39900000/246158056----time (s)-2425.61
--0.16229409936516562--i.e.-39950000/246158056----time (s)-2428.74
--0.16249722089127971--i.e.-40000000/246158056----time (s)-2432.07
--0.1627003424173938--i.e.-40050000/246158056----time (s)-2435.28
--0.1629034639435079--i.e.-40100000/246158056----time (s)-2438.45
--0.163106585469622--i.e.-40150000/246158056----time (s)-2441.91
--0.1633097069957361--i.e.-40200000/246158056----time (s)-2444.9
--0.1635128285218502--i.e.-40250000/246158056----time (s)-2448.03
--0.1637159500479643--i.e.-40300000/246158056----time (s)-2451.17
--0.1639190715740784--i.e.-40350000/246158056----time (s)-2454.53
--0.1641221931001925--i.e.-40400000/246158056----time (s)-2457.58
--0.1643253146263066--i.e.-40450000/246158056----time (s)-2460.77
--0.16452843615242072--i.e.-40500000/246158056----time (s)-2464.44
--0.1647315576785348--i.e.-40550000/246158056----time (s)-2467.86
--0.1649346792046489--i.e.-40600000/246158056----time (s)-2471.06
--0.165137800730763--i.e.-40650000/246158056----time (s)-2474.62
--0.1653409222568771--i.e.-40700000/246158056----time (s)-2478.03
--0.1655440437829912--i.e.-40750000/246158056----time (s)-2481.05
--0.1657471653091053--i.e.-40800000/246158056----time (s)-2484.45
--0.1659502868352194--i.e.-40850000/246158056----time (s)-2487.41
--0.1661534083613335--i.e.-40900000/246158056----time (s)-2490.59
--0.1663565298874476--i.e.-40950000/246158056----time (s)-2493.95
--0.1665596514135617--i.e.-41000000/246158056----time (s)-2497.12
--0.1667627729396758--i.e.-41050000/246158056----time (s)-2500.47
--0.1669658944657899--i.e.-41100000/246158056----time (s)-2503.72
--0.167169015991904--i.e.-41150000/246158056----time (s)-2506.73
--0.1673721375180181--i.e.-41200000/246158056----time (s)-2510.08
--0.1675752590441322--i.e.-41250000/246158056----time (s)-2514.09
--0.1677783805702463--i.e.-41300000/246158056----time (s)-2517.24
--0.1679815020963604--i.e.-41350000/246158056----time (s)-2520.34
--0.1681846236224745--i.e.-41400000/246158056----time (s)-2523.47
--0.1683877451485886--i.e.-41450000/246158056----time (s)-2526.66
--0.1685908666747027--i.e.-41500000/246158056----time (s)-2530.07
--0.16879398820081679--i.e.-41550000/246158056----time (s)-2533.35
--0.16899710972693088--i.e.-41600000/246158056----time (s)-2536.55
--0.169200231253045--i.e.-41650000/246158056----time (s)-2539.93
--0.1694033527791591--i.e.-41700000/246158056----time (s)-2543.09
--0.1696064743052732--i.e.-41750000/246158056----time (s)-2546.6
--0.1698095958313873--i.e.-41800000/246158056----time (s)-2550.13
--0.1700127173575014--i.e.-41850000/246158056----time (s)-2553.27
--0.1702158388836155--i.e.-41900000/246158056----time (s)-2556.45
--0.1704189604097296--i.e.-41950000/246158056----time (s)-2560.38
--0.1706220819358437--i.e.-42000000/246158056----time (s)-2563.76
--0.1708252034619578--i.e.-42050000/246158056----time (s)-2567.4
--0.17102832498807188--i.e.-42100000/246158056----time (s)-2570.55
--0.17123144651418598--i.e.-42150000/246158056----time (s)-2574.05
--0.17143456804030008--i.e.-42200000/246158056----time (s)-2577.19
--0.1716376895664142--i.e.-42250000/246158056----time (s)-2580.56
--0.1718408110925283--i.e.-42300000/246158056----time (s)-2583.65
--0.1720439326186424--i.e.-42350000/246158056----time (s)-2587.13
--0.1722470541447565--i.e.-42400000/246158056----time (s)-2590.77
--0.1724501756708706--i.e.-42450000/246158056----time (s)-2594.04
--0.1726532971969847--i.e.-42500000/246158056----time (s)-2597.15
--0.1728564187230988--i.e.-42550000/246158056----time (s)-2600.11
--0.17305954024921288--i.e.-42600000/246158056----time (s)-2603.39
--0.17326266177532698--i.e.-42650000/246158056----time (s)-2606.55
